[0:00:00.00]-[0:00:02.00]  Hola, buenos días.
[1:20:26.00]-[1:20:28.00]  salir, ¿sabes? y
[1:20:28.00]-[1:20:30.00]  cogías y le hacías un
[1:20:30.00]-[1:20:32.00]  agujero ahí y luego le ponías una puertecilla
[1:20:32.00]-[1:20:34.00]  de trozos de
[1:20:34.00]-[1:20:36.00]  de madera
[1:20:36.00]-[1:20:38.00]  y por allí cogías
[1:20:38.00]-[1:20:40.00]  metías la mano y lo cogías y
[1:20:40.00]-[1:20:42.00]  tenías allí un pozal con agua
[1:20:42.00]-[1:20:44.00]  y lo echabas allí porque si no
[1:20:44.00]-[1:20:46.00]  te se iban
[1:20:46.00]-[1:20:48.00]  y... sí... ¿y qué pescado era?
[1:20:48.00]-[1:20:50.00]  pescado, pues pescado
[1:20:50.00]-[1:20:52.00]  de ese que lleva el río
[1:20:52.00]-[1:20:54.00]  Cabrieli
[1:20:54.00]-[1:20:56.00]  de ese pescaba
[1:20:56.00]-[1:20:58.00]  lo que se pasa que si había
[1:20:58.00]-[1:21:00.00]  se metía alguna anguila
[1:21:00.00]-[1:21:02.00]  que decían anguilas, no
[1:21:02.00]-[1:21:04.00]  ya no se pescaba más
[1:21:04.00]-[1:21:06.00]  ya no se podían
[1:21:06.00]-[1:21:08.00]  pescar más, no cogías
[1:21:08.00]-[1:21:10.00]  más peces que
[1:21:10.00]-[1:21:12.00]  porque dejaba
[1:21:12.00]-[1:21:14.00]  olor o alguna cosa
[1:21:14.00]-[1:21:16.00]  ya no podías pescar
[1:21:16.00]-[1:21:18.00]  ¿los peces ahí iban? sí, es que no
[1:21:18.00]-[1:21:20.00]  entraban a la...
[1:21:20.00]-[1:21:22.00]  y antes se les ponía un
[1:21:22.00]-[1:21:24.00]  trozo de... un puño de avena
[1:21:24.00]-[1:21:26.00]  en rama
[1:21:26.00]-[1:21:28.00]  de esa que se siembra
[1:21:28.00]-[1:21:30.00]  y se le ponía un manojo allí
[1:21:30.00]-[1:21:32.00]  entre el pequeño y el grande
[1:21:32.00]-[1:21:34.00]  y se metían y ya no podían
[1:21:34.00]-[1:21:36.00]  salir, ¿sabes?
[1:21:36.00]-[1:21:38.00]  y...
[1:21:38.00]-[1:21:40.00]  y le ponían avena y ellos
[1:21:40.00]-[1:21:42.00]  entraban a comer, pero luego salían y ya
[1:21:42.00]-[1:21:44.00]  no podían entrar, entraban así
[1:21:44.00]-[1:21:46.00]  pero luego ya topaban en el otro
[1:21:46.00]-[1:21:48.00]  más pequeño y ya no
[1:21:48.00]-[1:21:50.00]  ya no... y aparte del pescado
[1:21:50.00]-[1:21:52.00]  ¿te pescaban a quién?
[1:21:52.00]-[1:21:54.00]  pues, todo era de casa
[1:21:54.00]-[1:21:56.00]  todo era de casa artificial
[1:21:56.00]-[1:21:58.00]  no había artificial
[1:21:58.00]-[1:22:00.00]  es como el pan lo que digo y todo
[1:22:00.00]-[1:22:02.00]  todo era... todo
[1:22:02.00]-[1:22:04.00]  todo
[1:22:04.00]-[1:22:06.00]  si usted ahora pasa por el
[1:22:06.00]-[1:22:08.00]  el este
[1:22:08.00]-[1:22:10.00]  de julio
[1:22:10.00]-[1:22:12.00]  y la hemos dado con una mujer
[1:22:12.00]-[1:22:14.00]  allí
[1:22:14.00]-[1:22:16.00]  muy bien, o sea, está contando
[1:22:16.00]-[1:22:18.00]  sí, sí
[1:22:18.00]-[1:22:20.00]  la golfilla
[1:22:20.00]-[1:22:22.00]  la vendieron, ¿sabes?
[1:22:22.00]-[1:22:24.00]  y vino aquí un señor
[1:22:24.00]-[1:22:26.00]  y yo no lo conocía
[1:22:26.00]-[1:22:28.00]  y otro chico, sí, de ahí de una casa
[1:22:28.00]-[1:22:30.00]  me besó y eso y era
[1:22:30.00]-[1:22:32.00]  fotógrafo y para
[1:22:32.00]-[1:22:34.00]  para gente, hombre saber
[1:22:34.00]-[1:22:36.00]  que era... tenía ejercicio
[1:22:36.00]-[1:22:38.00]  mi... ¿cuál? ¿vienes tú
[1:22:38.00]-[1:22:40.00]  por aquí? y digo, ¿y este señor quién es?
[1:22:40.00]-[1:22:42.00]  no lo conozco
[1:22:42.00]-[1:22:44.00]  dice, este es la golfilla
[1:22:44.00]-[1:22:46.00]  y ya veremos en busca tuya
[1:22:46.00]-[1:22:48.00]  y digo, pues no lo sé
[1:22:48.00]-[1:22:50.00]  qué querís de mí
[1:22:50.00]-[1:22:52.00]  dice, que me han dicho
[1:22:52.00]-[1:22:54.00]  que la única que queda es tú
[1:22:54.00]-[1:22:56.00]  y es la que nos puede decir
[1:22:56.00]-[1:22:58.00]  todas estas cosas
[1:22:58.00]-[1:23:00.00]  como esto
[1:23:00.00]-[1:23:02.00]  y se lo dije, dice usted tiene que venir
[1:23:02.00]-[1:23:04.00]  la primera comida
[1:23:04.00]-[1:23:06.00]  que se haga en la aldea
[1:23:06.00]-[1:23:08.00]  dice eso, dice
[1:23:08.00]-[1:23:10.00]  su casa, el mozestallí, dice y su casa
[1:23:10.00]-[1:23:12.00]  dice, pasa un poquito
[1:23:12.00]-[1:23:14.00]  dice el estado
[1:23:14.00]-[1:23:16.00]  y un poquito abajo dice
[1:23:16.00]-[1:23:18.00]  no sé qué, dice está el hueco
[1:23:18.00]-[1:23:20.00]  pero se pondrá, dice el organismo
[1:23:20.00]-[1:23:22.00]  dice en la
[1:23:22.00]-[1:23:24.00]  casa, dice porque
[1:23:24.00]-[1:23:26.00]  nos adopte informes, dice y
[1:23:26.00]-[1:23:28.00]  usted es la única que queda
[1:23:28.00]-[1:23:30.00]  de los...
[1:23:32.00]-[1:23:34.00]  ¿Y quién le va a decir?
[1:23:34.00]-[1:23:36.00]  ¿usted tuvo sus hijos en casa también?
[1:23:36.00]-[1:23:38.00]  ¿o fuera de la casa?
[1:23:38.00]-[1:23:40.00]  Que sí, que sí estuve
[1:23:40.00]-[1:23:42.00]  ¿y si dieron luz en casa o fuera de la casa?
[1:23:42.00]-[1:23:44.00]  Ay no, nosotros dimos luz
[1:23:44.00]-[1:23:46.00]  en la golfilla a todos
[1:23:46.00]-[1:23:48.00]  a todos allí
[1:23:48.00]-[1:23:50.00]  ¿sus hijos nacieron allí también?
[1:23:50.00]-[1:23:52.00]  Sí, sí, sí, todos dimos allí
[1:23:52.00]-[1:23:54.00]  ¿y
[1:23:54.00]-[1:23:56.00]  usted nota la diferencia entre la educación
[1:23:56.00]-[1:23:58.00]  y el respeto que tenía usted con sus padres
[1:23:58.00]-[1:24:00.00]  a lo que tienen sus hijos y sus nietos?
[1:24:00.00]-[1:24:02.00]  ¿algo de diferencia?
[1:24:02.00]-[1:24:04.00]  Pues yo no sé decirle yo
[1:24:04.00]-[1:24:06.00]  a mi padre, eso lo sé
[1:24:06.00]-[1:24:08.00]  y eso, ahora te tengo que decir
[1:24:08.00]-[1:24:10.00]  yo, que mis hijos
[1:24:10.00]-[1:24:12.00]  mis hijos, eso te lo digo
[1:24:12.00]-[1:24:14.00]  delante del rey
[1:24:14.00]-[1:24:16.00]  mis hijos hubieran... perdonen ustedes
[1:24:16.00]-[1:24:18.00]  que por usted no va nada, eh
[1:24:18.00]-[1:24:20.00]  con mis hijos, ahora con mis nietos
[1:24:20.00]-[1:24:22.00]  yo desde aquí ahí no voy
[1:24:22.00]-[1:24:24.00]  yo nada más le puedo decir eso
[1:24:24.00]-[1:24:26.00]  me decían las chicas
[1:24:26.00]-[1:24:28.00]  que les recogí siete hijos
[1:24:28.00]-[1:24:30.00]  ¿cuántos cuchillos tendrás tus hijos?
[1:24:30.00]-[1:24:32.00]  ella murió, va a hacer dos años
[1:24:32.00]-[1:24:34.00]  ahora de un cáncer
[1:24:34.00]-[1:24:36.00]  que decían, que engloriate
[1:24:36.00]-[1:24:38.00]  y dice, ¿cuántos cuchillos tendrás tus hijos?
[1:24:38.00]-[1:24:40.00]  que me haces la matanza
[1:24:40.00]-[1:24:42.00]  te bajas a comer a tu casa
[1:24:42.00]-[1:24:44.00]  vuelves a hacer, subes a hacerme el embutido
[1:24:44.00]-[1:24:46.00]  y les has dado
[1:24:46.00]-[1:24:48.00]  en la iglesia lo que has podido
[1:24:48.00]-[1:24:50.00]  dice, no han querido
[1:24:50.00]-[1:24:52.00]  coger una magdalena
[1:24:52.00]-[1:24:54.00]  pues mis hijos lo digo, eh
[1:24:54.00]-[1:24:56.00]  y eso es la verdad
[1:24:56.00]-[1:24:58.00]  y dice, no han querido coger una magdalena
[1:24:58.00]-[1:25:00.00]  ¿cuántos cuchillos? digo yo
[1:25:00.00]-[1:25:02.00]  a mis hijos nunca les he dicho nada
[1:25:02.00]-[1:25:04.00]  pero a mis hijos los podía haber presentado
[1:25:04.00]-[1:25:06.00]  y perdonen ustedes que les digo la verdad
[1:25:08.00]-[1:25:10.00]  ¿sabes?
[1:25:10.00]-[1:25:12.00]  pero hoy con mis nietos, ni de aquí, hay
[1:25:12.00]-[1:25:14.00]  ¿ya está?
[1:25:14.00]-[1:25:16.00]  con los nietos no tiene tanto
[1:25:16.00]-[1:25:18.00]  y para mí es buenísimo
[1:25:18.00]-[1:25:20.00]  yo se ha llevado al camión y salió llorando
[1:25:20.00]-[1:25:22.00]  y le digo, hijo mío, ten cuidado
[1:25:22.00]-[1:25:24.00]  y a mí, ahí, en bandeja con su abuela
[1:25:24.00]-[1:25:26.00]  con su abuela, sí
[1:25:26.00]-[1:25:28.00]  así, a mí no me dé, así me llevan
[1:25:28.00]-[1:25:30.00]  pero, pero es otra vida
[1:25:30.00]-[1:25:32.00]  ¿sabes?
[1:25:32.00]-[1:25:34.00]  es otra vida
[1:25:34.00]-[1:25:36.00]  se acabó y es así
[1:25:36.00]-[1:25:38.00]  y le digo la verdad, eh
[1:25:38.00]-[1:25:40.00]  ¿cuántas cuchillas tendrás tus hijos
[1:25:40.00]-[1:25:42.00]  para eso? y me decía
[1:25:42.00]-[1:25:44.00]  y no quedarte a comer y de esto
[1:25:44.00]-[1:25:46.00]  lo otro, es que ahora a lo mejor
[1:25:46.00]-[1:25:48.00]  te dicen
[1:25:48.00]-[1:25:50.00]  yo digo que a mis nietos
[1:25:50.00]-[1:25:52.00]  que a lo mejor lo hacen
[1:25:52.00]-[1:25:54.00]  a lo mejor no lo hacen, te lo dicen
[1:25:54.00]-[1:25:56.00]  ¿quieres una magdalena? sí, sí, sí
[1:25:56.00]-[1:25:58.00]  y antes no
[1:25:58.00]-[1:26:00.00]  yo juro
[1:26:00.00]-[1:26:02.00]  yo digo a mis hijos y lo digo y lo redigo
[1:26:02.00]-[1:26:04.00]  que ya puede hablar usted
[1:26:04.00]-[1:26:06.00]  ya pueden hablar usted de mis hijos
[1:26:06.00]-[1:26:08.00]  por aquí, por ahí, de estos conternos
[1:26:10.00]-[1:26:12.00]  porque ahora la juventud
[1:26:12.00]-[1:26:14.00]  tiene
[1:26:14.00]-[1:26:16.00]  más costumbre de tener
[1:26:16.00]-[1:26:18.00]  todo lo que quiere, ¿no? sí señora
[1:26:18.00]-[1:26:20.00]  más fácil que antes
[1:26:20.00]-[1:26:22.00]  yo que sé
[1:26:22.00]-[1:26:24.00]  porque de ellos, de esos van
[1:26:24.00]-[1:26:26.00]  el otro día así, a requena
[1:26:26.00]-[1:26:28.00]  y lo digo y es que
[1:26:28.00]-[1:26:30.00]  es verdad lo que digo, que yo
[1:26:30.00]-[1:26:32.00]  la manciosa no soy, no me gusta
[1:26:32.00]-[1:26:34.00]  lo que no es, no lo digo
[1:26:34.00]-[1:26:36.00]  porque no es
[1:26:36.00]-[1:26:38.00]  y me dice, dice
[1:26:38.00]-[1:26:40.00]  digo, ¡ay hija mía! me ves así y yo no te comprendo
[1:26:40.00]-[1:26:42.00]  dice, yo soy la
[1:26:42.00]-[1:26:44.00]  espérate, espérate
[1:26:44.00]-[1:26:46.00]  Maribel
[1:26:46.00]-[1:26:48.00]  sí, digo, pero de la Maribel, ¿de quién?
[1:26:48.00]-[1:26:50.00]  de Casas del Vía Olevana para tus hijos
[1:26:50.00]-[1:26:52.00]  dice, tus hijos me los voy a comer
[1:26:52.00]-[1:26:54.00]  que tengo esas ganas de verlos
[1:26:54.00]-[1:26:56.00]  dice, pero es que el nieto
[1:26:56.00]-[1:26:58.00]  dice, Maribel, ¿a dónde le dejo esto?
[1:26:58.00]-[1:27:00.00]  ¿a dónde le dejo el otro? ¿dónde? mis hijos
[1:27:00.00]-[1:27:02.00]  van a unas casas y le dicen
[1:27:02.00]-[1:27:04.00]  entre bien que obran, es que
[1:27:04.00]-[1:27:06.00]  obran
[1:27:06.00]-[1:27:08.00]  el otro día me decía mi chico
[1:27:08.00]-[1:27:10.00]  que le había pedido un señor allí
[1:27:10.00]-[1:27:12.00]  a su casa, a dónde estaban ellos
[1:27:12.00]-[1:27:14.00]  y le digo, muy buenas, buenas
[1:27:14.00]-[1:27:16.00]  más hace eso, eso es
[1:27:16.00]-[1:27:18.00]  fue en Buñuelas me parece
[1:27:18.00]-[1:27:20.00]  que hicieron una casa preciosa
[1:27:20.00]-[1:27:22.00]  y le dijo más
[1:27:22.00]-[1:27:24.00]  hace tiempo ya, dice
[1:27:24.00]-[1:27:26.00]  queremos que me lo diga usted
[1:27:26.00]-[1:27:28.00]  el don que tiene ustedes
[1:27:28.00]-[1:27:30.00]  dice, yo no tengo ningún
[1:27:30.00]-[1:27:32.00]  don, dice, pues si
[1:27:32.00]-[1:27:34.00]  lo tienen ustedes que yo soy
[1:27:34.00]-[1:27:36.00]  también arbañil
[1:27:36.00]-[1:27:38.00]  y a lo mejor más arbañil
[1:27:38.00]-[1:27:40.00]  de ustedes y no tengo
[1:27:40.00]-[1:27:42.00]  ese don para los tejados
[1:27:42.00]-[1:27:44.00]  para los tejados
[1:27:44.00]-[1:27:46.00]  para los tejados, hacen unos
[1:27:46.00]-[1:27:48.00]  tejados que hay
[1:27:48.00]-[1:27:50.00]  esas de mi novedad, esos
[1:27:50.00]-[1:27:52.00]  este año pasaron, echaron 5 tejados
[1:27:52.00]-[1:27:54.00]  y en casa del río
[1:27:54.00]-[1:27:56.00]  5 tejados
[1:27:56.00]-[1:27:58.00]  después de terminar el hotel
[1:27:58.00]-[1:28:00.00]  de casa del río echaron 5 tejados
[1:28:00.00]-[1:28:02.00]  cada uno tiene
[1:28:02.00]-[1:28:04.00]  una manera de eso, ¿sabes?
[1:28:04.00]-[1:28:06.00]  ellos son muy...
[1:28:06.00]-[1:28:08.00]  y sus hijos como aprendieron
[1:28:08.00]-[1:28:10.00]  pues otra, otra
[1:28:10.00]-[1:28:12.00]  otra que también les voy a decir
[1:28:12.00]-[1:28:14.00]  otra también esa, esa
[1:28:14.00]-[1:28:16.00]  fue con uno que le decían alicio de los duques
[1:28:16.00]-[1:28:18.00]  alicio
[1:28:18.00]-[1:28:20.00]  alicio de los duques y le dijo
[1:28:20.00]-[1:28:22.00]  bueno, Rafael, ¿vas a venir a
[1:28:22.00]-[1:28:24.00]  a obrar?
[1:28:24.00]-[1:28:26.00]  dice, pues si, me parece
[1:28:26.00]-[1:28:28.00]  muy bien, dice
[1:28:28.00]-[1:28:30.00]  nada, pues estuvo hasta ahora
[1:28:30.00]-[1:28:32.00]  a tiempo de irse a la mide
[1:28:32.00]-[1:28:34.00]  y un día venía yo
[1:28:34.00]-[1:28:36.00]  de hacerme el pelo de pedrones y
[1:28:36.00]-[1:28:38.00]  subo y me dice, adiós orgullosa
[1:28:38.00]-[1:28:40.00]  y yo digo
[1:28:40.00]-[1:28:42.00]  ay, alicio, que no te he visto
[1:28:42.00]-[1:28:44.00]  eh, perdona, que no te he visto
[1:28:44.00]-[1:28:46.00]  yo de orgullosa no tengo nada
[1:28:46.00]-[1:28:48.00]  le dice, dice
[1:28:48.00]-[1:28:50.00]  ya sé que estás
[1:28:50.00]-[1:28:52.00]  contenta porque ha venido tu raza en licencia
[1:28:52.00]-[1:28:54.00]  le dice
[1:28:54.00]-[1:28:56.00]  que adonde se dejo el puesto
[1:28:56.00]-[1:28:58.00]  que venca
[1:28:58.00]-[1:29:00.00]  me parece muy bien
[1:29:00.00]-[1:29:02.00]  y se lo dije
[1:29:02.00]-[1:29:04.00]  dice, ya vendrá aquí a mí
[1:29:04.00]-[1:29:06.00]  y vino
[1:29:06.00]-[1:29:08.00]  alicio, que no te ha dicho tu madre
[1:29:08.00]-[1:29:10.00]  dice lo que es
[1:29:10.00]-[1:29:12.00]  dice, pues no
[1:29:12.00]-[1:29:14.00]  y se le puso de cara así
[1:29:14.00]-[1:29:16.00]  y dice, te hace bien
[1:29:16.00]-[1:29:18.00]  mucha sangre mía y de mí
[1:29:18.00]-[1:29:20.00]  se ha terminado ya
[1:29:20.00]-[1:29:22.00]  dice, de ahora para adelante
[1:29:22.00]-[1:29:24.00]  voy a trabajar yo por mi cuenta
[1:29:24.00]-[1:29:26.00]  dice, tú, será por lo que ha sobrado
[1:29:26.00]-[1:29:28.00]  por eso que no he sobrado
[1:29:28.00]-[1:29:30.00]  voy a empezar
[1:29:30.00]-[1:29:32.00]  dice, quién va a llevar, dice, mi hermano
[1:29:32.00]-[1:29:34.00]  dice, tu hermano, cuál, dice la biblio
[1:29:34.00]-[1:29:36.00]  que tiene 16 años, dice
[1:29:36.00]-[1:29:38.00]  ya te vas a hacer de una casa
[1:29:38.00]-[1:29:40.00]  eso es así que no salga viva de aquí
[1:29:40.00]-[1:29:42.00]  de mi casa, dice
[1:29:42.00]-[1:29:44.00]  ande, dice, aquí en el soto
[1:29:44.00]-[1:29:46.00]  dice, ya en qué casa
[1:29:46.00]-[1:29:48.00]  dice, casa de mi primo logio
[1:29:48.00]-[1:29:50.00]  Calajuleta, dice
[1:29:50.00]-[1:29:52.00]  voy a tapar los trullos
[1:29:52.00]-[1:29:54.00]  de encima
[1:29:54.00]-[1:29:56.00]  de la bodega, dice, voy a hacer una casa
[1:29:56.00]-[1:29:58.00]  y así empezó
[1:29:58.00]-[1:30:00.00]  y así empezó
[1:30:00.00]-[1:30:02.00]  y ahora
[1:30:02.00]-[1:30:04.00]  el mediano se le
[1:30:04.00]-[1:30:06.00]  pinó más, era más
[1:30:06.00]-[1:30:08.00]  el mediano
[1:30:08.00]-[1:30:10.00]  es igual que yo
[1:30:10.00]-[1:30:12.00]  y se puso el costrutor
[1:30:12.00]-[1:30:14.00]  y el
[1:30:14.00]-[1:30:16.00]  el
[1:30:16.00]-[1:30:18.00]  el mayor
[1:30:18.00]-[1:30:20.00]  se quedó
[1:30:20.00]-[1:30:22.00]  y cuando habéis hecho lo del servicio militar
[1:30:22.00]-[1:30:24.00]  ¿antiguamente era costumbre que los quintos
[1:30:24.00]-[1:30:26.00]  hicieran fiesta o hicieran algo o no?
[1:30:26.00]-[1:30:28.00]  ¿de qué?
[1:30:28.00]-[1:30:30.00]  pues sí, tenían entonces
[1:30:30.00]-[1:30:32.00]  costumbre de despedirse
[1:30:32.00]-[1:30:34.00]  en las puertas y les daban
[1:30:34.00]-[1:30:36.00]  a lo mejor 5 euros, 4
[1:30:36.00]-[1:30:38.00]  o 1 o lo que pudieran
[1:30:38.00]-[1:30:40.00]  entonces, pero sí, iban a
[1:30:40.00]-[1:30:42.00]  despedirse y les daban
[1:30:42.00]-[1:30:44.00]  les daban
[1:30:44.00]-[1:30:46.00]  y el aguilando también entonces se acostumbraba
[1:30:46.00]-[1:30:48.00]  el aguilando de esos
[1:30:48.00]-[1:30:50.00]  no es como ahora, ahora
[1:30:50.00]-[1:30:52.00]  sobra de todo y es otra vida
[1:30:52.00]-[1:30:54.00]  y antes por si les daban 10 céntimos
[1:30:54.00]-[1:30:56.00]  pues, sabes
[1:30:56.00]-[1:30:58.00]  ¿y no había fiesta para las quintas?
[1:30:58.00]-[1:31:00.00]  ¿para las mujeres?
[1:31:00.00]-[1:31:02.00]  para las quintas no, para las mujeres no
[1:31:02.00]-[1:31:04.00]  yo no oído nada de eso
[1:31:04.00]-[1:31:06.00]  de los chicos sí, pero de las mujeres no
[1:31:06.00]-[1:31:08.00]  adevamos nosotras
[1:31:08.00]-[1:31:10.00]  yo de mi parte
[1:31:10.00]-[1:31:12.00]  ¿pero no había baile o fiestas para las quintas?
[1:31:12.00]-[1:31:14.00]  bueno, sí, hacían baile
[1:31:14.00]-[1:31:16.00]  hacían un baile de los quintos
[1:31:16.00]-[1:31:18.00]  iban a despedirse
[1:31:18.00]-[1:31:20.00]  y a lo mejor aquella noche o la viz
[1:31:20.00]-[1:31:22.00]  pero pues cogían y
[1:31:22.00]-[1:31:24.00]  aquí pues
[1:31:24.00]-[1:31:26.00]  soy una persona
[1:31:26.00]-[1:31:28.00]  de 81 años
[1:31:28.00]-[1:31:30.00]  en la vida de antes
[1:31:30.00]-[1:31:32.00]  puedo saber muchas cosas
[1:31:32.00]-[1:31:34.00]  ¿verdad?
[1:31:34.00]-[1:31:36.00]  usted me pregunta hoy del audio
[1:31:36.00]-[1:31:38.00]  y yo le digo no señor, yo no
[1:31:38.00]-[1:31:40.00]  yo perdone que no
[1:31:40.00]-[1:31:42.00]  eso, y yo soy una persona
[1:31:42.00]-[1:31:44.00]  sabe usted que me crie en una aldea
[1:31:44.00]-[1:31:46.00]  y en una aldea me he criado
[1:31:46.00]-[1:31:48.00]  he tenido mis hijos, mi marido era
[1:31:48.00]-[1:31:50.00]  una bella persona, una bella
[1:31:50.00]-[1:31:52.00]  él se murió, él en la verdad y yo en la mentira
[1:31:52.00]-[1:31:54.00]  y tenía que comer
[1:31:54.00]-[1:31:56.00]  en mi casa, pero no sabía lo que había
[1:31:56.00]-[1:31:58.00]  él no me se metió
[1:31:58.00]-[1:32:00.00]  nunca jamás conmigo
[1:32:00.00]-[1:32:02.00]  nunca
[1:32:02.00]-[1:32:04.00]  jamás, nunca jamás
[1:32:04.00]-[1:32:06.00]  nunca jamás
[1:32:06.00]-[1:32:08.00]  él nunca
[1:32:08.00]-[1:32:10.00]  usted era la que administraba
[1:32:10.00]-[1:32:12.00]  ah si
[1:32:12.00]-[1:32:41.00]  voy a sacar la foto
[1:32:41.00]-[1:32:43.00]  ¿es su nieta?
[1:32:43.00]-[1:32:45.00]  ¿es su nieta ahí?
[1:32:45.00]-[1:32:47.00]  si, esa es mi nieta
[1:32:47.00]-[1:32:49.00]  no, ese es mi nieto
[1:32:49.00]-[1:32:51.00]  ese es mi chico
[1:32:51.00]-[1:32:53.00]  ¿se ve bien?
[1:32:53.00]-[1:32:55.00]  no
[1:32:55.00]-[1:32:57.00]  ¿se ve bien?
[1:32:57.00]-[1:32:59.00]  no
[1:32:59.00]-[1:33:01.00]  ¿se ve bien?
[1:33:01.00]-[1:33:03.00]  no
[1:33:03.00]-[1:33:05.00]  ¿se ve bien?
[1:33:05.00]-[1:33:07.00]  no
[1:33:07.00]-[1:33:09.00]  ¿se ve bien?
[1:33:09.00]-[1:33:11.00]  no
[1:33:23.00]-[1:33:25.00]  ese es mi chico
[1:33:25.00]-[1:33:27.00]  eso es el más pequeño
[1:33:27.00]-[1:33:29.00]  eso es el más pequeño
[1:33:29.00]-[1:33:33.00]  ¿se ve bien?
[1:33:33.00]-[1:33:35.00]  claro, está mal
[1:33:35.00]-[1:33:37.00]  si
[1:33:37.00]-[1:33:39.00]  pues si
[1:33:39.00]-[1:33:41.00]  gracias
[1:33:45.00]-[1:33:47.00]  mire, ya que comían
[1:33:47.00]-[1:33:49.00]  uso bacalao
[1:33:49.00]-[1:33:51.00]  ¿bacalao?
[1:33:51.00]-[1:33:53.00]  pues no, un poco de
[1:33:53.00]-[1:33:55.00]  la tienda de bacalao y
[1:33:55.00]-[1:33:57.00]  pescado viene
[1:33:57.00]-[1:33:59.00]  los miércoles y todo eso
[1:33:59.00]-[1:34:01.00]  sabe el pescatero
[1:34:01.00]-[1:34:03.00]  de Requena
[1:34:03.00]-[1:34:05.00]  y por ejemplo
[1:34:05.00]-[1:34:07.00]  ¿y en navidad te había dado una comida especial?
[1:34:07.00]-[1:34:09.00]  ¿cómo?
[1:34:09.00]-[1:34:11.00]  ¿en navidad?
[1:34:11.00]-[1:34:13.00]  si, si
[1:34:13.00]-[1:34:15.00]  pues nada, de mariscos y de cosas
[1:34:15.00]-[1:34:17.00]  de todo, de todo
[1:34:17.00]-[1:34:19.00]  si querías a lo mejor
[1:34:19.00]-[1:34:21.00]  hacer alguna
[1:34:21.00]-[1:34:23.00]  esa de bandejas al horno
[1:34:23.00]-[1:34:25.00]  de muslos de pollo o
[1:34:25.00]-[1:34:27.00]  de tomo o carne
[1:34:27.00]-[1:34:29.00]  de todo, de todo
[1:34:29.00]-[1:34:31.00]  tengo una pregunta, una duda
[1:34:31.00]-[1:34:33.00]  ¿antiguamente había agua en las casas?
[1:34:33.00]-[1:34:35.00]  yo si
[1:34:35.00]-[1:34:37.00]  yo vine
[1:34:37.00]-[1:34:39.00]  yo vine de casa y tengo ese pozo
[1:34:39.00]-[1:34:41.00]  a los 12 metros y me he puesto este
[1:34:41.00]-[1:34:43.00]  si hay un pozo como ese
[1:34:43.00]-[1:34:45.00]  ¿tiene ahí un pozo?
[1:34:45.00]-[1:34:47.00]  12 metros
[1:34:47.00]-[1:34:49.00]  y eso sale un agua, el agua como el granizo
[1:34:49.00]-[1:34:51.00]  ahí se lleva todo el mundo el agua
[1:34:51.00]-[1:34:53.00]  si
[1:34:53.00]-[1:34:55.00]  ¿y en otras casas?
[1:34:55.00]-[1:34:57.00]  las otras casas si no tienen maniantal
[1:34:57.00]-[1:34:59.00]  que no han hecho pozo, pues a lo mejor
[1:34:59.00]-[1:35:01.00]  uno tenía bastante pozo
[1:35:01.00]-[1:35:03.00]  ajá
[1:35:03.00]-[1:35:05.00]  ¿y cómo lavaban
[1:35:05.00]-[1:35:07.00]  antiguamente?
[1:35:07.00]-[1:35:09.00]  pues lavar pues
[1:35:09.00]-[1:35:11.00]  la losa con una madera
[1:35:11.00]-[1:35:13.00]  o hay un lavadero ahí
[1:35:13.00]-[1:35:15.00]  ahí había un lavadero que aún no hay
[1:35:15.00]-[1:35:17.00]  ¿pero había río en el fuego?
[1:35:17.00]-[1:35:19.00]  no, no, no, no, no
[1:35:19.00]-[1:35:21.00]  es agua maniantal
[1:35:21.00]-[1:35:23.00]  era ahí por debajo
[1:35:23.00]-[1:35:25.00]  ¿y había que llevar toda la ropa?
[1:35:25.00]-[1:35:27.00]  si, llevar la ropa y
[1:35:27.00]-[1:35:29.00]  los jabones en unos cubos
[1:35:29.00]-[1:35:31.00]  y la lavaba ahí
[1:35:33.00]-[1:35:35.00]  ¿y el jabón, hacían ustedes jabón?
[1:35:35.00]-[1:35:37.00]  si, se hacía jabón, si, con salsosa
[1:35:37.00]-[1:35:39.00]  de salsita caustica
[1:35:39.00]-[1:35:41.00]  ¿y cómo se hacía?
[1:35:41.00]-[1:35:43.00]  pues ponía aceite, una cantidad de botes
[1:35:43.00]-[1:35:45.00]  de tantos botes de agua
[1:35:45.00]-[1:35:47.00]  de aceite, pues casi los doblabas
[1:35:47.00]-[1:35:49.00]  casi de agua
[1:35:49.00]-[1:35:51.00]  y le ponías un detergente
[1:35:51.00]-[1:35:53.00]  también y todo eso y se le estaba dando
[1:35:53.00]-[1:35:55.00]  con una caña
[1:35:55.00]-[1:35:57.00]  y cuando se ponía
[1:35:57.00]-[1:35:59.00]  ya duro, pues se dejaba
[1:35:59.00]-[1:36:01.00]  y luego se partía
[1:36:01.00]-[1:36:03.00]  se echaba en cajones y
[1:36:03.00]-[1:36:05.00]  lo hacías, pastillas
[1:36:05.00]-[1:36:07.00]  y la llevaba a lavar
[1:36:07.00]-[1:36:09.00]  ¿pero lo escolía?
[1:36:09.00]-[1:36:11.00]  ¿tenía olor?
[1:36:11.00]-[1:36:13.00]  no, no, no, no, no, no
[1:36:13.00]-[1:36:15.00]  se hacía con aceite
