[0:00:00.00]-[0:00:02.00]  ¿Ya está grabando?
[1:08:36.92]-[1:08:38.92]  se te unbarzo, le digas a la sombra,
[1:08:38.92]-[1:08:40.92]  y fuera, y no come, y no busca nada.
[1:08:40.92]-[1:08:42.92]  Lo mismo hay que saber de tenerlo,
[1:08:42.92]-[1:08:44.92]  hay que tenerlo comido,
[1:08:44.92]-[1:08:46.92]  pero, tampoco es tan alto,
[1:08:46.92]-[1:08:48.92]  porque si no lo hacemos,
[1:08:48.92]-[1:08:50.92]  también se hace en el vago,
[1:08:50.92]-[1:08:52.92]  y ahí, me voy a atentar.
[1:08:54.92]-[1:08:56.92]  Y entonces, aquí, por ejemplo, con las culebras,
[1:08:56.92]-[1:09:00.92]  ¿hay alguna tradición que nos han contado los otros puestos?
[1:09:00.92]-[1:09:02.92]  Sí, lo que es la camisa,
[1:09:02.92]-[1:09:04.92]  cada año,
[1:09:04.92]-[1:09:06.92]  cada año,
[1:09:06.92]-[1:09:08.92]  en mayo, junio, por ahí, ahora,
[1:09:08.92]-[1:09:10.92]  en verano,
[1:09:10.92]-[1:09:12.92]  se cambian la camisa,
[1:09:12.92]-[1:09:14.92]  todo lo que es el cuerpo, lo que es la camisa,
[1:09:14.92]-[1:09:16.92]  nosotros elegimos la camisa,
[1:09:16.92]-[1:09:18.92]  lo cambian,
[1:09:18.92]-[1:09:20.92]  cuando a uno le duele la cabeza,
[1:09:20.92]-[1:09:22.92]  tú coges una gorra,
[1:09:22.92]-[1:09:24.92]  y lo que es la visera,
[1:09:24.92]-[1:09:26.92]  le metes un trozo,
[1:09:26.92]-[1:09:28.92]  un trozo,
[1:09:28.92]-[1:09:30.92]  y te lo metes por dentro,
[1:09:30.92]-[1:09:32.92]  y te quita el dolor de cabeza.
[1:09:32.92]-[1:09:34.92]  Y no tienes que tomar medicina,
[1:09:34.92]-[1:09:36.92]  ni tienes que tomar nada,
[1:09:36.92]-[1:09:38.92]  con eso, también, te quita.
[1:09:38.92]-[1:09:40.92]  Y luego,
[1:09:40.92]-[1:09:42.92]  las bestias,
[1:09:42.92]-[1:09:44.92]  cuando se refieren los mulos,
[1:09:44.92]-[1:09:46.92]  coge un trozo de camisa,
[1:09:46.92]-[1:09:48.92]  te lo metes en un trozo de pan,
[1:09:48.92]-[1:09:50.92]  porque solo uno se lo come,
[1:09:50.92]-[1:09:52.92]  pero te lo metes en otro trozo de pan,
[1:09:52.92]-[1:09:54.92]  lo doblas el pan, te lo das,
[1:09:54.92]-[1:09:56.92]  y si te has resfriado, se le quita el resfriado.
[1:09:56.92]-[1:09:58.92]  Se le quita el resfriado, también.
[1:09:58.92]-[1:10:00.92]  Y más cosas, bueno,
[1:10:00.92]-[1:10:02.92]  puede ser que hay
[1:10:02.92]-[1:10:04.92]  alguien más,
[1:10:04.92]-[1:10:06.92]  los señores que hay más antiguos,
[1:10:06.92]-[1:10:08.92]  puede ser que sea más que yo,
[1:10:08.92]-[1:10:10.92]  porque yo lo que conozco,
[1:10:10.92]-[1:10:12.92]  sí,
[1:10:12.92]-[1:10:14.92]  pero las personas y los animales
[1:10:14.92]-[1:10:16.92]  resfriado se les quita,
[1:10:16.92]-[1:10:18.92]  y a nosotros el dolor de cabeza, también.
[1:10:18.92]-[1:10:20.92]  Eso es el ritmo,
[1:10:20.92]-[1:10:22.92]  es que lo he hecho yo.
[1:10:22.92]-[1:10:24.92]  Lo metes por dentro de la vizera,
[1:10:24.92]-[1:10:26.92]  y lo dudas,
[1:10:26.92]-[1:10:28.92]  y no te quita el dolor de cabeza.
[1:10:28.92]-[1:10:30.92]  Y te despasa el dolor de cabeza,
[1:10:30.92]-[1:10:32.92]  te quita el dolor de cabeza.
[1:10:32.92]-[1:10:34.92]  Porque en otro pueblo nos contaron
[1:10:34.92]-[1:10:36.92]  que sacaban la leche a las mujeres.
[1:10:36.92]-[1:10:38.92]  Sí,
[1:10:38.92]-[1:10:40.92]  aquí,
[1:10:40.92]-[1:10:42.92]  mi hermana,
[1:10:42.92]-[1:10:44.92]  que sepa todo lo que me digo.
[1:10:44.92]-[1:10:46.92]  Nosotros estábamos,
[1:10:46.92]-[1:10:48.92]  mi hermana está que
[1:10:48.92]-[1:10:50.92]  fue una vez aquí,
[1:10:50.92]-[1:10:52.92]  en la era baja.
[1:10:52.92]-[1:10:54.92]  Teníamos
[1:10:54.92]-[1:10:56.92]  dos o tres meses,
[1:10:56.92]-[1:10:58.92]  iba con los labios morados,
[1:10:58.92]-[1:11:00.92]  y no sé si una vecina,
[1:11:00.92]-[1:11:02.92]  una vecina ya vieja,
[1:11:02.92]-[1:11:04.92]  porque ya mayor,
[1:11:04.92]-[1:11:06.92]  y ya murió hace muchos años,
[1:11:06.92]-[1:11:08.92]  y a mi madre se llamaba
[1:11:08.92]-[1:11:10.92]  y me dijo, no me gusta tu hermana,
[1:11:10.92]-[1:11:12.92]  y por qué,
[1:11:12.92]-[1:11:14.92]  no me gusta con lo que tiene,
[1:11:14.92]-[1:11:16.92]  yo sé que la vecina es la niña morada.
[1:11:18.92]-[1:11:20.92]  Y nosotros,
[1:11:20.92]-[1:11:22.92]  y también,
[1:11:22.92]-[1:11:24.92]  y ella a mi madre sí quería que...
[1:11:24.92]-[1:11:26.92]  Y cuando llegaba las siete de la tarde,
[1:11:26.92]-[1:11:28.92]  las ocho de la tarde,
[1:11:28.92]-[1:11:30.92]  a mi madre le entraba un sueño,
[1:11:30.92]-[1:11:32.92]  un sueño que no podía remediarlo,
[1:11:32.92]-[1:11:34.92]  no podía remediarlo,
[1:11:34.92]-[1:11:36.92]  es que se quedaba dormida en cualquier sitio.
[1:11:36.92]-[1:11:38.92]  Y mi madre siempre hacía una mujer muy activa,
[1:11:38.92]-[1:11:40.92]  muy viva, muy bebe,
[1:11:40.92]-[1:11:42.92]  y a nosotros no estallaba aquello.
[1:11:42.92]-[1:11:44.92]  Y mi padre,
[1:11:44.92]-[1:11:46.92]  ya la llevaron a mi hermana,
[1:11:46.92]-[1:11:48.92]  la llevaron al médico,
[1:11:48.92]-[1:11:50.92]  al médico que estaba dejando en Trino.
[1:11:50.92]-[1:11:52.92]  Y le dije a mi padre,
[1:11:52.92]-[1:11:54.92]  hijo,
[1:11:54.92]-[1:11:56.92]  tú haces esto,
[1:11:56.92]-[1:11:58.92]  tu hija está mamando
[1:11:58.92]-[1:12:00.92]  de la gulabra,
[1:12:00.92]-[1:12:02.92]  le agarraba de una gulabra,
[1:12:02.92]-[1:12:04.92]  ¿qué dices?
[1:12:04.92]-[1:12:06.92]  Le dije a esto,
[1:12:06.92]-[1:12:08.92]  que mi padre estaba de relevo en la mina,
[1:12:08.92]-[1:12:10.92]  por lo mismo que iba a las siete de la mañana,
[1:12:10.92]-[1:12:12.92]  que venía a las tres de la tarde,
[1:12:12.92]-[1:12:14.92]  y luego de día de anoche hasta las siete de la mañana
[1:12:14.92]-[1:12:16.92]  iban de relevo,
[1:12:16.92]-[1:12:18.92]  y a mi hermano hermano que está en Barcelona,
[1:12:18.92]-[1:12:20.92]  y a mí,
[1:12:20.92]-[1:12:22.92]  yo más pequeño,
[1:12:22.92]-[1:12:24.92]  y hasta ese no se costaba,
[1:12:24.92]-[1:12:26.92]  mi padre antes decía al trabajo,
[1:12:26.92]-[1:12:28.92]  y no se costaba esta noche,
[1:12:28.92]-[1:12:30.92]  y cogí a la lina de esta,
[1:12:30.92]-[1:12:32.92]  que se iba molida, y estábamos por el suelo,
[1:12:32.92]-[1:12:34.92]  por el suelo, pues estoy jodada en el suelo,
[1:12:34.92]-[1:12:36.92]  y a mí, pues hombre,
[1:12:36.92]-[1:12:38.92]  no a este mundo y el otro, pero estoy jodada,
[1:12:38.92]-[1:12:40.92]  y vivíamos nosotros, el rastro de la gulabra,
[1:12:40.92]-[1:12:42.92]  y por ahí por la gulabra,
[1:12:42.92]-[1:12:44.92]  fue por lo que nosotros la encontramos,
[1:12:44.92]-[1:12:46.92]  porque es que no lo dijeron,
[1:12:46.92]-[1:12:48.92]  lo llegó el médico, que no hubo nadie,
[1:12:48.92]-[1:12:50.92]  y a mi madre le entraba el sueño,
[1:12:50.92]-[1:12:52.92]  le encortaba la gulabra,
[1:12:52.92]-[1:12:54.92]  y le enganchaba el peso,
[1:12:54.92]-[1:12:56.92]  y mi mamá llevaba la gulabra de peso,
[1:12:56.92]-[1:12:58.92]  y a mi hermana, para que no llorara,
[1:12:58.92]-[1:13:00.92]  le metía el rabo en la boca,
[1:13:00.92]-[1:13:02.92]  y por eso, de lo que era la gulabra,
[1:13:02.92]-[1:13:04.92]  pues le ponían los labios morados,
[1:13:04.92]-[1:13:06.92]  pero mi hermana no comía,
[1:13:06.92]-[1:13:08.92]  y dice que todos mueren de causa,
[1:13:08.92]-[1:13:10.92]  y ahí nace muere,
[1:13:10.92]-[1:13:12.92]  mi hermana, y hoy estamos,
[1:13:12.92]-[1:13:14.92]  es una prenda, como digo,
[1:13:14.92]-[1:13:16.92]  estamos bien, porque estamos en categoría,
[1:13:16.92]-[1:13:20.92]  y luego había un nido,
[1:13:20.92]-[1:13:22.92]  encima de la cocina,
[1:13:22.92]-[1:13:24.92]  un nido, y había la madre,
[1:13:24.92]-[1:13:26.92]  y dos hijas,
[1:13:26.92]-[1:13:28.92]  y dos culebrías pequeñas,
[1:13:28.92]-[1:13:30.92]  y una vez que nos quedamos,
[1:13:30.92]-[1:13:32.92]  mi hermano y yo,
[1:13:32.92]-[1:13:34.92]  y la asesamos, y la matamos,
[1:13:34.92]-[1:13:36.92]  amarrados,
[1:13:36.92]-[1:13:38.92]  y eso le pasó a mi hermana,
[1:13:38.92]-[1:13:40.92]  que está bien,
[1:13:40.92]-[1:13:42.92]  está muy bien,
[1:13:42.92]-[1:13:44.92]  está muy fabulosa,
[1:13:44.92]-[1:13:46.92]  está bien,
[1:13:46.92]-[1:13:48.92]  y eso le pasó a mi hija,
[1:13:48.92]-[1:13:50.92]  y estamos la noche cenando,
[1:13:50.92]-[1:13:52.92]  ahora mismo,
[1:13:52.92]-[1:13:54.92]  y sentimos que es una medida de tierra,
[1:13:54.92]-[1:13:56.92]  y hasta mi padre,
[1:13:56.92]-[1:13:58.92]  y el niño, ahí hay algo,
[1:13:58.92]-[1:14:00.92]  ahí hay algo que amartamos la mesa,
[1:14:00.92]-[1:14:02.92]  amartamos la mesa,
[1:14:02.92]-[1:14:04.92]  nos lo dejamos cargar en el techo,
[1:14:04.92]-[1:14:06.92]  y sacamos por el nido,
[1:14:06.92]-[1:14:08.92]  y en el nido había la madre,
[1:14:08.92]-[1:14:10.92]  y las dos pequeñillas,
[1:14:10.92]-[1:14:12.92]  y entonces las tres,
[1:14:12.92]-[1:14:14.92]  nos las cargamos las tres,
[1:14:14.92]-[1:14:16.92]  mi hermano, y mi padre, y yo,
[1:14:16.92]-[1:14:18.92]  entre los tres, nos las cargamos,
[1:14:18.92]-[1:14:20.92]  en estos ya, mi hermana bien, bien,
[1:14:20.92]-[1:14:22.92]  mi madre luego ya se quitó el sueño,
[1:14:22.92]-[1:14:24.92]  todo bien, ya vino, todo a su ser,
[1:14:24.92]-[1:14:26.92]  y se le quitaron los payos,
[1:14:26.92]-[1:14:28.92]  y es que no mamaba,
[1:14:28.92]-[1:14:30.92]  mamaba lo de día,
[1:14:30.92]-[1:14:32.92]  pero por la tarde,
[1:14:32.92]-[1:14:34.92]  ya por la tarde,
[1:14:34.92]-[1:14:36.92]  nada, porque no,
[1:14:36.92]-[1:14:38.92]  mamaba la culebra,
[1:14:38.92]-[1:14:40.92]  por menos mal que se lo dijo el médico,
[1:14:40.92]-[1:14:42.92]  fue por culpa,
[1:14:42.92]-[1:14:44.92]  por cosa de una vecina,
[1:14:44.92]-[1:14:46.92]  una vecina que le llevaba bien,
[1:14:46.92]-[1:14:48.92]  y no me gustaba la cara de tu hermana,
[1:14:48.92]-[1:14:50.92]  mira como tiene los labios,
[1:14:50.92]-[1:14:52.92]  se ponían morados, pero morados oscuros,
[1:14:52.92]-[1:14:54.92]  se ponían morados oscuros,
[1:14:54.92]-[1:14:56.92]  y la cara de tu chica,
[1:14:56.92]-[1:14:58.92]  de mi chica, se llama chica,
[1:14:58.92]-[1:15:00.92]  pero nosotros,
[1:15:00.92]-[1:15:02.92]  se llama chica, pero nosotros
[1:15:02.92]-[1:15:04.92]  decimos chica,
[1:15:04.92]-[1:15:06.92]  si nosotros decimos chica,
[1:15:06.92]-[1:15:08.92]  pero bueno, se llama chica,
[1:15:08.92]-[1:15:10.92]  y nosotros lo dijimos,
[1:15:10.92]-[1:15:12.92]  nosotros que estamos en la puta,
[1:15:12.92]-[1:15:14.92]  nosotros, mi hermano, yo estaba siempre en la vega,
[1:15:14.92]-[1:15:16.92]  pero,
[1:15:16.92]-[1:15:18.92]  la mujer de la vecina,
[1:15:18.92]-[1:15:20.92]  pues se lo dijo,
[1:15:20.92]-[1:15:22.92]  no está bien,
[1:15:22.92]-[1:15:24.92]  y por la tarde iban a hablarle a mi madre,
[1:15:24.92]-[1:15:26.92]  y mi madre que estaba hablándole,
[1:15:26.92]-[1:15:28.92]  que se quedaba dormida,
[1:15:28.92]-[1:15:30.92]  y es que la encoltaba la culebra,
[1:15:30.92]-[1:15:32.92]  la culebra la encoltaba,
[1:15:32.92]-[1:15:34.92]  yo te sé lo que hacía, pues bueno,
[1:15:34.92]-[1:15:36.92]  y esa mujer era experta en...
[1:15:36.92]-[1:15:38.92]  no, pues no,
[1:15:38.92]-[1:15:40.92]  y cada día mi hermana más delgada,
[1:15:40.92]-[1:15:42.92]  y más delgada,
[1:15:42.92]-[1:15:44.92]  mi hermana tenía más que yo,
[1:15:44.92]-[1:15:46.92]  como estos africanos que salen con el hueso del pellejo,
[1:15:46.92]-[1:15:48.92]  mi hermana sí que lo hace,
[1:15:48.92]-[1:15:50.92]  a punto morí,
[1:15:50.92]-[1:15:52.92]  nada más que la pancilla,
[1:15:52.92]-[1:15:54.92]  pero nada,
[1:15:54.92]-[1:15:56.92]  nada,
[1:15:56.92]-[1:15:58.92]  y entonces ya,
[1:15:58.92]-[1:16:00.92]  la matamos la culebra,
[1:16:00.92]-[1:16:02.92]  y después el médico le dije, mira,
[1:16:02.92]-[1:16:04.92]  mira a ver si hay algo en tu gata,
[1:16:04.92]-[1:16:06.92]  y la otra vez ya miré ahí,
[1:16:06.92]-[1:16:08.92]  y no había más nada,
[1:16:08.92]-[1:16:10.92]  y la noche cenando,
[1:16:10.92]-[1:16:12.92]  y empezó a caer tierra,
[1:16:12.92]-[1:16:14.92]  digo aquí hay algo,
[1:16:14.92]-[1:16:16.92]  entonces,
[1:16:16.92]-[1:16:18.92]  empezamos a mirar los tres,
[1:16:18.92]-[1:16:20.92]  mi padre, mi hermano y yo,
[1:16:20.92]-[1:16:22.92]  y nos llamamos, y caemos,
[1:16:22.92]-[1:16:24.92]  y nos descalgamos,
[1:16:24.92]-[1:16:26.92]  y la matamos,
[1:16:26.92]-[1:16:28.92]  y luego a partir de ahí,
[1:16:28.92]-[1:16:30.92]  nada,
[1:16:30.92]-[1:16:32.92]  me decimos,
[1:16:32.92]-[1:16:34.92]  ya mi hermana fue mejor, mejor,
[1:16:34.92]-[1:16:36.92]  mi madre, y ya mi madre se quitó el sueño,
[1:16:36.92]-[1:16:38.92]  mi hermana se puso bien,
[1:16:38.92]-[1:16:40.92]  y ya está, mi hermana está,
[1:16:40.92]-[1:16:42.92]  y sí, estamos bien,
[1:16:42.92]-[1:16:44.92]  pero ya, estuvimos mamando de una culebra,
[1:16:44.92]-[1:16:46.92]  de una culebra,
[1:16:46.92]-[1:16:48.92]  y era veneno,
[1:16:48.92]-[1:16:50.92]  ella lo que tomaba, tomaba veneno,
[1:16:50.92]-[1:16:52.92]  que no era otra cosa,
[1:16:52.92]-[1:16:54.92]  era veneno,
[1:16:54.92]-[1:16:56.92]  pero, que era por la señal de esa mayor,
[1:16:56.92]-[1:16:58.92]  nosotros no nos enteramos,
[1:16:58.92]-[1:17:00.92]  y mi hermana muere,
[1:17:00.92]-[1:17:02.92]  y a mi hermana, y a mi madre,
[1:17:02.92]-[1:17:04.92]  lo hubiera pasado cualquier cosa,
[1:17:04.92]-[1:17:06.92]  llegamos a tiempo,
[1:17:06.92]-[1:17:08.92]  y desde el océano, la daban papeletas,
[1:17:08.92]-[1:17:10.92]  Había muchos en la familia,
[1:17:10.92]-[1:17:12.92]  nosotros estábamos ocho,
[1:17:12.92]-[1:17:14.92]  tenía un año y medio,
[1:17:14.92]-[1:17:16.92]  cuando se murió,
[1:17:16.92]-[1:17:18.92]  quedamos siete, y estamos los siete vivos,
[1:17:18.92]-[1:17:20.92]  estamos los siete vivos,
[1:17:20.92]-[1:17:22.92]  ¿Y ahora aquí en el pueblo, los hermanos?
[1:17:22.92]-[1:17:24.92]  Hay,
[1:17:24.92]-[1:17:26.92]  en Barcelona hay uno,
[1:17:26.92]-[1:17:28.92]  en Mallor, otro hay en Jaén, en Úbeda,
[1:17:28.92]-[1:17:30.92]  luego voy yo,
[1:17:30.92]-[1:17:32.92]  luego otro hay en Ardei,
[1:17:32.92]-[1:17:34.92]  otro que está,
[1:17:34.92]-[1:17:36.92]  el de la culebra, aquí, que vive la culebra,
[1:17:36.92]-[1:17:38.92]  luego el otro está en Barcelona,
[1:17:38.92]-[1:17:40.92]  y ahora mismo, vino ayer mañana,
[1:17:40.92]-[1:17:42.92]  a las doce, por ahí, vino de Barcelona también,
[1:17:42.92]-[1:17:44.92]  que ha estado 15 días ahora en Barcelona,
[1:17:44.92]-[1:17:46.92]  pero ahora está como, que murió mi madre,
[1:17:46.92]-[1:17:48.92]  y eso, y ella está jubilada,
[1:17:48.92]-[1:17:50.92]  está jubilada por enferma, está ayer,
[1:17:50.92]-[1:17:52.92]  y está aquí, está aquí conmigo,
[1:17:52.92]-[1:17:54.92]  estamos los dos juntos en la casa,
[1:17:54.92]-[1:17:56.92]  la casa es de los siete hermanos,
[1:17:58.92]-[1:18:00.92]  ¿Y siempre han tenido un médico aquí,
[1:18:00.92]-[1:18:02.92]  en el pueblo?
[1:18:02.92]-[1:18:04.92]  Sí, médico siempre,
[1:18:04.92]-[1:18:06.92]  bebí aquí,
[1:18:06.92]-[1:18:08.92]  antes sí, ha vivido aquí el médico,
[1:18:08.92]-[1:18:10.92]  ya lleva un tiempo que no viven aquí,
[1:18:10.92]-[1:18:12.92]  los hijos viven en Guadix,
[1:18:12.92]-[1:18:14.92]  viven en Pocorito, pero aquí,
[1:18:14.92]-[1:18:16.92]  cada día hay la consulta del médico aquí,
[1:18:18.92]-[1:18:20.92]  y cuando es por urgencia,
[1:18:20.92]-[1:18:22.92]  por las noches o algo,
[1:18:22.92]-[1:18:24.92]  aquí en Arquífe está el centro de salud,
[1:18:24.92]-[1:18:26.92]  y el centro de salud también, va ahí.
[1:18:26.92]-[1:18:28.92]  ¿Y luego nos han dicho,
[1:18:28.92]-[1:18:30.92]  que no sé si usted lo habrá oído aquí,
[1:18:30.92]-[1:18:32.92]  que en otros pueblos a veces las mujeres parían un bicho,
[1:18:32.92]-[1:18:34.92]  decían, o sea?
[1:18:34.92]-[1:18:36.92]  Yo los cuestioné también, pero,
[1:18:36.92]-[1:18:38.92]  yo que sí, hijo,
[1:18:38.92]-[1:18:40.92]  hasta ahí ya no lloro yo.
[1:18:40.92]-[1:18:42.92]  ¿Y qué ha escuchado que contaba?
[1:18:42.92]-[1:18:44.92]  Que a lo mejor,
[1:18:44.92]-[1:18:46.92]  que no se encojaba bien el crío,
[1:18:46.92]-[1:18:48.92]  el efecto, como ya ve,
[1:18:48.92]-[1:18:50.92]  que no tengo ni idea, y digo,
[1:18:50.92]-[1:18:52.92]  y mi hijo, como un bicho,
[1:18:52.92]-[1:18:54.92]  le saltaba, o sea,
[1:18:54.92]-[1:18:56.92]  se ha pegado en las paredes,
[1:18:56.92]-[1:18:58.92]  y tienen que coger y matarlo,
[1:18:58.92]-[1:19:00.92]  porque si no,
[1:19:00.92]-[1:19:02.92]  quería volver a otra vez a meterse por donde no salía, pero no creía.
[1:19:02.92]-[1:19:04.92]  ¿Y eso a quién se lo escuchó?
[1:19:04.92]-[1:19:06.92]  Aquí, de la antigua,
[1:19:06.92]-[1:19:08.92]  de la mujer antigua, lo dijeron,
[1:19:08.92]-[1:19:10.92]  pero que yo abuelo y escucharlo, eso no,
[1:19:10.92]-[1:19:12.92]  ni se ha escuchado, aquí,
[1:19:12.92]-[1:19:14.92]  que es mi tía, no escuchó nada de eso.
[1:19:14.92]-[1:19:16.92]  Eso sería antes.
[1:19:16.92]-[1:19:18.92]  ¿Y se acuerda de alguna historia más así,
[1:19:18.92]-[1:19:20.92]  que contaron las mujeres?
[1:19:20.92]-[1:19:22.92]  No lo sé, porque hay tanta historia,
[1:19:22.92]-[1:19:24.92]  hay pues historias, lo que pasa es que no se pueden acordar de todo,
[1:19:24.92]-[1:19:26.92]  y de...
[1:19:26.92]-[1:19:28.92]  no sé...
[1:19:28.92]-[1:19:30.92]  Y si es antes que yo naciera,
[1:19:30.92]-[1:19:32.92]  pues no las conozco, por eso no.
[1:19:32.92]-[1:19:34.92]  ¿Y qué le dijeron a usted su abuela?
[1:19:34.92]-[1:19:36.92]  Nada.
[1:19:36.92]-[1:19:38.92]  Sí, una señora,
[1:19:38.92]-[1:19:40.92]  aquí,
[1:19:40.92]-[1:19:42.92]  mi hija y mi abuela, la madre
[1:19:42.92]-[1:19:44.92]  materna, la de mi madre,
[1:19:44.92]-[1:19:46.92]  sí, dije a ella que una señora,
[1:19:46.92]-[1:19:48.92]  había, pues,
[1:19:48.92]-[1:19:50.92]  había parido,
[1:19:50.92]-[1:19:52.92]  y que un lagarto,
[1:19:52.92]-[1:19:54.92]  se le metió
[1:19:54.92]-[1:19:56.92]  al ojo de la mujer,
[1:19:56.92]-[1:19:58.92]  porque los lagartos la crucen a las mujeres,
[1:19:58.92]-[1:20:00.92]  y las crucen a los hombres,
[1:20:00.92]-[1:20:02.92]  y se le metió para dentro,
[1:20:02.92]-[1:20:04.92]  y para acá debajo,
[1:20:04.92]-[1:20:06.92]  pusieron un polla de...
[1:20:06.92]-[1:20:08.92]  un pan, un pan de esos grandes,
[1:20:08.92]-[1:20:10.92]  pero caliente, recién caliente,
[1:20:10.92]-[1:20:12.92]  y al agarrar, que le salió,
[1:20:12.92]-[1:20:14.92]  justo en una zafa de agua,
[1:20:14.92]-[1:20:16.92]  una recipiente con agua,
[1:20:16.92]-[1:20:18.92]  caliente, y al vapor se salía,
[1:20:18.92]-[1:20:20.92]  no sé si es verdad o mentira,
[1:20:20.92]-[1:20:22.92]  pero eso ya no lo puedo yo fijar,
[1:20:22.92]-[1:20:24.92]  porque eso no lo puedo yo fijar.
[1:20:24.92]-[1:20:26.92]  Son cosas más antiguas ahí,
[1:20:26.92]-[1:20:28.92]  y eso ya...
[1:20:28.92]-[1:20:30.92]  no sé.
[1:20:30.92]-[1:20:32.92]  Ya, pero eso ya,
[1:20:32.92]-[1:20:34.92]  por las personas que...
[1:20:34.92]-[1:20:36.92]  pero ya de esas personas hay muy pocas,
[1:20:36.92]-[1:20:38.92]  de esas personas ya quedan muy pocas,
[1:20:38.92]-[1:20:40.92]  muy pocas, muy pocas,
[1:20:40.92]-[1:20:42.92]  y hay una que tiene ya los veintitantos años,
[1:20:42.92]-[1:20:44.92]  pero esa mujer,
[1:20:44.92]-[1:20:46.92]  pues es que no de ella, pico en bula,
[1:20:46.92]-[1:20:48.92]  y...
[1:20:48.92]-[1:20:50.92]  no sé, pero...
[1:20:50.92]-[1:20:52.92]  no sé.
[1:20:52.92]-[1:20:54.92]  Pues tenía ya los veintisiete años,
[1:20:54.92]-[1:20:56.92]  nací en el dieciséis,
[1:20:56.92]-[1:20:58.92]  nací en el dieciséis,
[1:20:58.92]-[1:21:00.92]  y vive todavía,
[1:21:00.92]-[1:21:02.92]  vive todavía,
[1:21:02.92]-[1:21:04.92]  y hasta sola, viviendo sola,
[1:21:04.92]-[1:21:06.92]  hasta el año pasado,
[1:21:06.92]-[1:21:08.92]  hasta el año pasado, viviendo sola,
[1:21:08.92]-[1:21:10.92]  ahora está con la hija,
[1:21:10.92]-[1:21:12.92]  está con la hija,
[1:21:12.92]-[1:21:14.92]  que vive ahí al lado de mi primo ese del molineru,
[1:21:14.92]-[1:21:16.92]  ahí vive, ahí al lado,
[1:21:16.92]-[1:21:18.92]  y no está bien de la cabeza,
[1:21:18.92]-[1:21:20.92]  no, sí, de la cabeza, mejor que nosotros,
[1:21:20.92]-[1:21:22.92]  sí, mejor que nosotros,
[1:21:22.92]-[1:21:24.92]  mejor que nosotros,
[1:21:24.92]-[1:21:26.92]  si le habla, lo que pasa es que la mujer,
[1:21:26.92]-[1:21:28.92]  pues si está cordada,
[1:21:28.92]-[1:21:30.92]  pero que diga, está la mujer bien,
[1:21:30.92]-[1:21:32.92]  hasta ahora,
[1:21:32.92]-[1:21:34.92]  la...
[1:21:34.92]-[1:21:36.92]  La...
[1:21:36.92]-[1:21:38.92]  ¿Y a lo mejor le podíamos entrevistar a ella también?
[1:21:38.92]-[1:21:40.92]  Bueno,
[1:21:40.92]-[1:21:42.92]  yo creo que esta mujer ya no está
[1:21:42.92]-[1:21:44.92]  para venir aquí, po,
[1:21:44.92]-[1:21:46.92]  que ustedes se van a ir a su casa
[1:21:46.92]-[1:21:48.92]  por ti,
[1:21:48.92]-[1:21:50.92]  que yo lo puedo acompañar,
[1:21:50.92]-[1:21:52.92]  pues también,
[1:21:52.92]-[1:21:54.92]  yo lo que tenía que hacer hasta luego,
[1:21:54.92]-[1:21:56.92]  la tarde, no tengo nada que hacer,
[1:21:56.92]-[1:21:58.92]  ja,
[1:21:58.92]-[1:22:00.92]  y luego algo de algo, pues mira, aquí estamos.
[1:22:00.92]-[1:22:02.92]  ¿Y luego aquí, cuando,
[1:22:02.92]-[1:22:04.92]  cómo conocían a las muchachas aquí,
[1:22:04.92]-[1:22:06.92]  en los bailes?
[1:22:06.92]-[1:22:08.92]  ¿Por qué en los bailes? Aquí en la calle alta,
[1:22:08.92]-[1:22:10.92]  venían las mujeres aquí abajo,
[1:22:10.92]-[1:22:12.92]  ya la han quitado, porque la han quitado,
[1:22:12.92]-[1:22:14.92]  porque donde es que hay piedras ahí del medio,
[1:22:14.92]-[1:22:16.92]  ahí era una fuente,
[1:22:16.92]-[1:22:18.92]  y nosotros vivíamos aquí, el pilar,
[1:22:18.92]-[1:22:20.92]  y aquí salían las mujeres,
[1:22:20.92]-[1:22:22.92]  y por eso, por agua,
[1:22:22.92]-[1:22:24.92]  y ahí estábamos todos,
[1:22:24.92]-[1:22:26.92]  a hablar con ellas,
[1:22:26.92]-[1:22:28.92]  guapa, bonita,
[1:22:28.92]-[1:22:30.92]  yo creía, y luego,
[1:22:30.92]-[1:22:32.92]  y...
[1:22:32.92]-[1:22:34.92]  y ya por los tejos,
[1:22:34.92]-[1:22:36.92]  y por la otra, cualquier esquina,
[1:22:36.92]-[1:22:38.92]  oye, te estoy esperando,
[1:22:38.92]-[1:22:40.92]  mira,
[1:22:40.92]-[1:22:42.92]  muchas cosas,
[1:22:42.92]-[1:22:44.92]  oye, yo que novia tampoco
[1:22:44.92]-[1:22:46.92]  tenía, no, no tuve
[1:22:46.92]-[1:22:48.92]  yo novia, tuve una
[1:22:48.92]-[1:22:50.92]  en la ciudad de Mandola, y otra en Jerez,
[1:22:50.92]-[1:22:52.92]  y ya no tenía más novia, no,
[1:22:52.92]-[1:22:54.92]  pues no, qué aprieto,
[1:22:54.92]-[1:22:56.92]  tuve una
[1:22:56.92]-[1:22:58.92]  en Madrid, de Valladolid,
[1:22:58.92]-[1:23:00.92]  que era ella de Valladolid, y...
