[0:00:00.00]-[0:00:01.00]  Mira.
[1:19:25.00]-[1:19:26.00]  ¿Tu hijo no había quintas?
[1:19:26.00]-[1:19:27.00]  ¿Mi hijo quintas?
[1:19:27.00]-[1:19:28.00]  ¿Y tu hija no ha sido cantista?
[1:19:28.00]-[1:19:29.00]  Ay cántate, estoy confundida.
[1:19:29.00]-[1:19:31.00]  ¿Y tu hija no ha sido más tío que tu hijo y tú no ha sido cantista?
[1:19:31.00]-[1:19:35.00]  Cántale, estoy confundida con mi nieto.
[1:19:35.00]-[1:19:36.00]  ¿Y tu nieto?
[1:19:36.00]-[1:19:37.00]  Sí.
[1:19:37.00]-[1:19:38.00]  Lo hicieron ahí en la posada.
[1:19:38.00]-[1:19:40.00]  ¿Y también?
[1:19:40.00]-[1:19:42.00]  Que lo hicieron en la posada porque...
[1:19:42.00]-[1:19:44.00]  Sí, también sirvió.
[1:19:44.00]-[1:19:46.00]  Sí, también sirvió.
[1:19:46.00]-[1:19:48.00]  Pero no, pero no.
[1:19:48.00]-[1:19:51.00]  Mi hijo no ha tenido quintas porque ya no la ha cogido.
[1:19:51.00]-[1:19:53.00]  Eso no ha cogido ahí.
[1:19:53.00]-[1:19:57.00]  ¿Y su marido y su laberinto?
[1:19:57.00]-[1:20:00.00]  Mi marido no, porque había muerto el padre.
[1:20:00.00]-[1:20:02.00]  Tampoco lo hizo.
[1:20:02.00]-[1:20:06.00]  Se libró por...
[1:20:06.00]-[1:20:09.00]  ¿Cómo decían entonces?
[1:20:09.00]-[1:20:10.00]  Por huerto.
[1:20:10.00]-[1:20:11.00]  Por huerto.
[1:20:11.00]-[1:20:20.00]  No tiene eso, porque no tiene a su padre, a su madre viva.
[1:20:20.00]-[1:20:24.00]  Ay, ay.
[1:20:24.00]-[1:20:26.00]  ¿Aquí hace mucho calor?
[1:20:26.00]-[1:20:28.00]  No sé, una...
[1:20:28.00]-[1:20:31.00]  ¿Cómo es el tiempo más o menos durante todo el año?
[1:20:31.00]-[1:20:35.00]  Hombre, ahora hace frío y de aquí para atrás no es nada.
[1:20:35.00]-[1:20:39.00]  Y ahora se empieza, ahora también el sol y da más el calor.
[1:20:39.00]-[1:20:41.00]  Pero vamos que tampoco...
[1:20:41.00]-[1:20:44.00]  Eso de decir qué calor, qué calor, no puedo salir a la casa.
[1:20:44.00]-[1:20:49.00]  Pues se van los hombres al campo y se colocan sus sombreros y a volar.
[1:20:49.00]-[1:20:51.00]  Cada uno lo que tiene que hacer.
[1:20:51.00]-[1:20:55.00]  El cabrero trae a la cabra y el porqueros trae al barro.
[1:20:55.00]-[1:20:57.00]  Cada uno.
[1:20:57.00]-[1:20:59.00]  ¿Ya ha salido usted alguna vez del pueblo?
[1:20:59.00]-[1:21:00.00]  Parece...
[1:21:00.00]-[1:21:03.00]  Ah, todos por ahí no.
[1:21:03.00]-[1:21:05.00]  ¿A Sevilla o...?
[1:21:05.00]-[1:21:08.00]  A Sevilla, cuando he tenido que ir por Males, por huerto no he ido nunca.
[1:21:08.00]-[1:21:10.00]  ¿En Madrid no ha estado?
[1:21:10.00]-[1:21:11.00]  Yo no.
[1:21:11.00]-[1:21:12.00]  ¿No?
[1:21:12.00]-[1:21:13.00]  Oh, eso no.
[1:21:13.00]-[1:21:14.00]  En la tele.
[1:21:14.00]-[1:21:18.00]  Porque lo oigo, yo tampoco lo sabía.
[1:21:18.00]-[1:21:21.00]  Yo no salí nada más que a Sevilla, a eso que te he dicho.
[1:21:21.00]-[1:21:22.00]  A Males.
[1:21:22.00]-[1:21:25.00]  A bueno no he ido nunca.
[1:21:25.00]-[1:21:30.00]  Cuando he ido con mis hijos que eran chicos, mi hija se partió un brazo, la otra que se murió.
[1:21:30.00]-[1:21:32.00]  Y ya está, para eso nada más.
[1:21:32.00]-[1:21:35.00]  Y me la traje de Sevilla, muerta.
[1:21:35.00]-[1:21:41.00]  Hay que tener un poco de... Hoy no lo hiciera yo.
[1:21:41.00]-[1:21:45.00]  Mi hija de mi alma, qué lástima.
[1:21:45.00]-[1:21:47.00]  ¿No tienen médico aquí cerca?
[1:21:47.00]-[1:21:51.00]  Sí, estaban aquí los médicos, pero el mismo médico me lo mandó a Sevilla.
[1:21:51.00]-[1:21:54.00]  Y yo dije, no, no, no, la niña te la tienes que llevar.
[1:21:54.00]-[1:21:58.00]  Y aquella mañana, toda la noche, porque al hospital.
[1:21:58.00]-[1:22:02.00]  Entonces el hospital, hoy va porque va con una cartilla y no...
[1:22:02.00]-[1:22:04.00]  Pero entonces tampoco a los que...
[1:22:04.00]-[1:22:07.00]  Los que eran... que no tenían...
[1:22:07.00]-[1:22:14.00]  Como los ricos, ellos no iban, pero los que éramos todos más pobres, pues nos hacían un...
[1:22:14.00]-[1:22:19.00]  Ay, querían un papel y con aquello entraban en el hospital.
[1:22:19.00]-[1:22:21.00]  Y a mí me lo hizo el médico.
[1:22:21.00]-[1:22:24.00]  Dice, no, no, tienes que irte a Sevilla.
[1:22:24.00]-[1:22:27.00]  Y me fui por la mañana de Madrugá.
[1:22:27.00]-[1:22:30.00]  Me fui a un médico de pago.
[1:22:30.00]-[1:22:32.00]  Que me dijo, es que me llevó.
[1:22:32.00]-[1:22:35.00]  Si queríamos al médico de pago, que a lo mejor es mejor.
[1:22:35.00]-[1:22:37.00]  Y no tienes que estar ahí tanto tiempo.
[1:22:37.00]-[1:22:39.00]  Y digo, ay, yo qué sé.
[1:22:39.00]-[1:22:41.00]  Y fui.
[1:22:41.00]-[1:22:44.00]  Pero cuando llegué al médico, pues la estuvo viendo.
[1:22:44.00]-[1:22:50.00]  Y ella estuvo todos los días allí viendo, poniéndole suero y cosas.
[1:22:50.00]-[1:22:54.00]  Y aquella noche a las once, la pobre mía ya...
[1:22:54.00]-[1:22:57.00]  La misma noche entró, no, hasta la otra noche.
[1:22:57.00]-[1:23:02.00]  Aquella noche a las once estábamos hablando a la residencia abajo.
[1:23:02.00]-[1:23:05.00]  Para que se la llevaran.
[1:23:05.00]-[1:23:07.00]  Vinieron a por ahí para ayudársela.
[1:23:07.00]-[1:23:09.00]  Y aquella mañana vinieron y se la llevaron allí.
[1:23:09.00]-[1:23:14.00]  Y allí a las once, estaba mi niña ya muy malita.
[1:23:14.00]-[1:23:17.00]  Y entró un médico.
[1:23:17.00]-[1:23:18.00]  Hizo así.
[1:23:18.00]-[1:23:22.00]  Y dijo, ay, cuando haces esto así, hay algo malo.
[1:23:22.00]-[1:23:25.00]  Y mi niña ya había visto que hacía una cosa de hidratar.
[1:23:25.00]-[1:23:32.00]  Pero cuando mi niña se estaba muriendo, le quité los sueros.
[1:23:32.00]-[1:23:36.00]  Y le lié un abrigo que llevaba esa puesta.
[1:23:36.00]-[1:23:39.00]  Y se la puse así.
[1:23:39.00]-[1:23:41.00]  Y cogí y los zapatos y todo lo preparé.
[1:23:41.00]-[1:23:43.00]  Y me los eché al hombro.
[1:23:43.00]-[1:23:50.00]  Y me salí por atrás de la residencia, buscando un acceso para bajarme.
[1:23:50.00]-[1:23:54.00]  Y yo, una moja, cuando iba llegando para coger, para entrarme en el accesorio,
[1:23:54.00]-[1:23:55.00]  tengo ella.
[1:23:55.00]-[1:23:58.00]  Y por atrás me cogió y dice, ay, por Dios, señora, señora,
[1:23:58.00]-[1:24:03.00]  agárrate al favor, vuelve usted, que está usted haciéndole daño a su niña.
[1:24:03.00]-[1:24:08.00]  Digo, no, mi hija ya no siente daño ninguno.
[1:24:08.00]-[1:24:11.00]  Quien siente daño es su hijo, que mi hija va muerta.
[1:24:11.00]-[1:24:13.00]  Y dice, señora, vuelve usted.
[1:24:13.00]-[1:24:17.00]  Y digo, no, no me vuelvo de ninguna manera.
[1:24:17.00]-[1:24:18.00]  Pues, mire usted.
[1:24:18.00]-[1:24:20.00]  Digo, mire usted, me voy a volver.
[1:24:20.00]-[1:24:26.00]  Porque me amenazó con contraparte ahí, que me llevaban a mi niña a la vacuicería.
[1:24:26.00]-[1:24:29.00]  Y entonces me cogí y la cogí por aquí.
[1:24:29.00]-[1:24:32.00]  Digo, señora, les voy a decir una cosa.
[1:24:32.00]-[1:24:35.00]  Me voy a volver, pero con mi hija se la llevé.
[1:24:35.00]-[1:24:37.00]  De la sala donde la había llevado.
[1:24:37.00]-[1:24:42.00]  La busco por todo esto y la voy a arrastrar hasta la noche.
[1:24:42.00]-[1:24:46.00]  Así que el tiempo que he hecho ustedes llamar para que cojan a mi hija,
[1:24:46.00]-[1:24:49.00]  me llevé adentro donde estaban los muertos.
[1:24:49.00]-[1:24:53.00]  Y me dije, usted va a tener vida en todo esto con todos.
[1:24:53.00]-[1:24:55.00]  Señora, digo, señora, y ahí volví.
[1:24:55.00]-[1:24:58.00]  Me metí a mi niña en el cárcel, acá donde estaba.
[1:24:58.00]-[1:25:01.00]  Y me fui a la mesa donde estaban las señoritas.
[1:25:01.00]-[1:25:04.00]  Y le dije a la señorita, digo, señorita, hago usted el favor.
[1:25:04.00]-[1:25:09.00]  Esto me pasa, que me ha vuelto y me he tenido que volver por esto.
[1:25:09.00]-[1:25:15.00]  Pero, hago usted el favor de ponerme, para llamar una ambulancia, para llevar a una mía.
[1:25:15.00]-[1:25:18.00]  Y me puso con la cruz roja.
[1:25:18.00]-[1:25:21.00]  Y llamé yo con el teléfono.
[1:25:21.00]-[1:25:23.00]  Y salió uno y dice, ¿qué pasa?
[1:25:23.00]-[1:25:27.00]  Digo, mira usted, que me encuentro en esta costa, mi hija está acabando.
[1:25:27.00]-[1:25:31.00]  Y yo necesito una ambulancia o un coste, lo que sea,
[1:25:31.00]-[1:25:35.00]  para irme, para que me lleven al Madrién de la Plata.
[1:25:35.00]-[1:25:39.00]  Señora, digo, señora, yo no tengo para enterrar a mi hija aquí, soy más pobre que un cerrón.
[1:25:39.00]-[1:25:42.00]  Yo necesito que me pongan a por mí.
[1:25:42.00]-[1:25:48.00]  Me vino un hombre, de momento, así, regulando a la sala donde estaba mía ahí a mí.
[1:25:48.00]-[1:25:51.00]  Señora, está muerta.
[1:25:51.00]-[1:25:56.00]  Digo, mira usted, no había que ir a una ambulancia, porque mi niña acaba de expirar ahora mismo.
[1:25:56.00]-[1:25:59.00]  Y me puse de rodillas delante del hombre, llorando.
[1:25:59.00]-[1:26:02.00]  Y digo, por todo lo que usted más quiere en el mundo,
[1:26:02.00]-[1:26:06.00]  monto usted a mi niña y llévasela a usted.
[1:26:06.00]-[1:26:10.00]  Porque yo es que no tengo ni una perra para enterrar a mí aquí.
[1:26:10.00]-[1:26:14.00]  Señora, no chiche usted si quiera, ni hable usted si quiera.
[1:26:14.00]-[1:26:18.00]  Con la misma cuido a mi niña, una camisa,
[1:26:18.00]-[1:26:20.00]  y se la llevo abajo.
[1:26:20.00]-[1:26:24.00]  Y yo detrás, me monté en ambulancia con mi hija,
[1:26:24.00]-[1:26:26.00]  y el hombre que me llevaba en el coche,
[1:26:26.00]-[1:26:29.00]  y le encargó aquel mismo, delante mía,
[1:26:29.00]-[1:26:30.00]  dice que no...
[1:26:30.00]-[1:26:33.00]  Mira usted, ¿2000 pesetas para qué me dijo?
[1:26:33.00]-[1:26:35.00]  2000 pesetas, entonces,
[1:26:35.00]-[1:26:38.00]  antes de bajar la difunta,
[1:26:38.00]-[1:26:40.00]  que usted le de las 2000 pesetas,
[1:26:40.00]-[1:26:45.00]  yo le digo a usted que yo cuando llegue al arto donde tiene que llegar,
[1:26:45.00]-[1:26:47.00]  que pare la ambulancia,
[1:26:47.00]-[1:26:49.00]  que yo llego a la caja de ahorros que está enfrente,
[1:26:49.00]-[1:26:51.00]  llamo y le doy el dinero a usted,
[1:26:51.00]-[1:26:54.00]  que estoy segura que me lo da.
[1:26:54.00]-[1:26:56.00]  Señora, pues son muchas responsabilidades,
[1:26:56.00]-[1:26:59.00]  digo, pues sí, con la misma me traje a mi hija.
[1:26:59.00]-[1:27:02.00]  Llegué ahí al arto ese, la bajé,
[1:27:02.00]-[1:27:05.00]  y fui a una puerta grande ahí,
[1:27:05.00]-[1:27:07.00]  llamé y salió, y digo, por favor.
[1:27:07.00]-[1:27:11.00]  Y la niña, le digo a la niña, ahí la tengo ya,
[1:27:11.00]-[1:27:15.00]  para ponerla en su portada,
[1:27:15.00]-[1:27:17.00]  y dice, ¿y qué pasa?
[1:27:17.00]-[1:27:19.00]  Yo, nada, esto necesito,
[1:27:19.00]-[1:27:23.00]  2000 pesetas para pagar el de la ambulancia.
[1:27:23.00]-[1:27:25.00]  Llegué, le di el dinero con la misma,
[1:27:25.00]-[1:27:27.00]  sacaron a mi niña,
[1:27:27.00]-[1:27:28.00]  la llevamos ahí en casa de mi madre,
[1:27:28.00]-[1:27:30.00]  y salió zumbando el huey.
[1:27:30.00]-[1:27:32.00]  Así que, fíjate,
[1:27:32.00]-[1:27:34.00]  y no me pasó nada,
[1:27:34.00]-[1:27:35.00]  cuando la ve mi hija ahí,
[1:27:35.00]-[1:27:38.00]  y le hice hasta la bata a mi hija,
[1:27:38.00]-[1:27:40.00]  porque dio un estirón muy grande,
[1:27:40.00]-[1:27:42.00]  y otra señora que estaba ahí muy cerca,
[1:27:42.00]-[1:27:43.00]  que tenía un comercio,
[1:27:43.00]-[1:27:45.00]  dice, mira, yo traigo para mi botella.
[1:27:45.00]-[1:27:46.00]  Digo, pues ve por esa.
[1:27:46.00]-[1:27:49.00]  Y le hice una túnica,
[1:27:49.00]-[1:27:51.00]  ahí enfrente, en una casa ahí,
[1:27:51.00]-[1:27:52.00]  yo se la corté,
[1:27:52.00]-[1:27:55.00]  y las otras, iban a, no cosían, iban a, iban a, iban a,
[1:27:55.00]-[1:27:57.00]  y mangas y todo.
[1:27:57.00]-[1:27:59.00]  Y se le hizo esta túnica,
[1:27:59.00]-[1:28:01.00]  para que mi niña fuera tan linda que iba,
[1:28:01.00]-[1:28:03.00]  que guapa iba con su túnica.
[1:28:03.00]-[1:28:05.00]  Y un lazo celeste que yo fueron a comprar,
[1:28:05.00]-[1:28:08.00]  por la mañana cuando amaneció el tarde día.
[1:28:08.00]-[1:28:09.00]  Así que, fíjate,
[1:28:09.00]-[1:28:13.00]  todo lo que me ha pasado ya,
[1:28:13.00]-[1:28:17.00]  y lo que me quedará,
[1:28:17.00]-[1:28:20.00]  y no más arrastrar que los perros.
[1:28:20.00]-[1:28:21.00]  Los perros se están parosayendo,
[1:28:21.00]-[1:28:25.00]  chichando, pero una,
[1:28:25.00]-[1:28:26.00]  te ríes por ríes,
[1:28:26.00]-[1:28:28.00]  y no por otra cosa.
[1:28:28.00]-[1:28:29.00]  Porque yo tengo un modo de ser,
[1:28:29.00]-[1:28:30.00]  que es verdad,
[1:28:30.00]-[1:28:31.00]  yo tengo miedo,
[1:28:31.00]-[1:28:32.00]  usted no quiere ir,
[1:28:32.00]-[1:28:35.00]  porque aquí hay que cuidar a toda la gente.
[1:28:35.00]-[1:28:37.00]  Hace dos días vino esta muchacha de abajo,
[1:28:37.00]-[1:28:38.00]  tiene a su niña,
[1:28:38.00]-[1:28:39.00]  tiene un dolor en la rodilla,
[1:28:39.00]-[1:28:43.00]  necesitaba una cosa de dos kilos,
[1:28:43.00]-[1:28:44.00]  para ponérsela,
[1:28:44.00]-[1:28:46.00]  ella pues está para acá.
[1:28:46.00]-[1:28:47.00]  Yo que cogí la tela,
[1:28:47.00]-[1:28:49.00]  que les hice su cachito para hacerla así,
[1:28:49.00]-[1:28:51.00]  con una heviza aquí,
[1:28:51.00]-[1:28:53.00]  una correa, una heviza,
[1:28:53.00]-[1:28:56.00]  y en el medio de una tira,
[1:28:56.00]-[1:28:59.00]  dando la vuelta hasta que se pega,
[1:28:59.00]-[1:29:01.00]  la tira hasta que se pegan las cortinas y esas cosas,
[1:29:01.00]-[1:29:02.00]  como un dedo.
[1:29:02.00]-[1:29:04.00]  Digo, ni nada, ni nada, venga.
[1:29:04.00]-[1:29:06.00]  Para la niña cuando se fuera a acostar,
[1:29:06.00]-[1:29:07.00]  que se la colgará del pie,
[1:29:07.00]-[1:29:09.00]  para que tiene que tener peso,
[1:29:09.00]-[1:29:10.00]  acostar tiene que tener peso,
[1:29:10.00]-[1:29:11.00]  la tienda para que les tire,
[1:29:11.00]-[1:29:13.00]  para que no les duela la rodilla.
[1:29:13.00]-[1:29:15.00]  Y de eso todo,
[1:29:15.00]-[1:29:18.00]  pues de cuidar que aquí viene toda la gente.
[1:29:18.00]-[1:29:21.00]  Pero que estoy muy contenta.
[1:29:21.00]-[1:29:22.00]  Ni le pongo mal a la cara a nadie,
[1:29:22.00]-[1:29:24.00]  ni a lo único que digo,
[1:29:24.00]-[1:29:26.00]  que cuando vienen hablando de alguna vecina,
[1:29:26.00]-[1:29:27.00]  una a la otra,
[1:29:27.00]-[1:29:30.00]  ay mira, porque fíjate tú que es que me esto,
[1:29:30.00]-[1:29:33.00]  que yo no sé, no quiero saber nada.
[1:29:33.00]-[1:29:36.00]  Tú viene a mi casa y habla algo que tú quieras,
[1:29:36.00]-[1:29:37.00]  para reírnos las dos,
[1:29:37.00]-[1:29:39.00]  pero para contar cuentos,
[1:29:39.00]-[1:29:40.00]  no quiero ninguno.
[1:29:40.00]-[1:29:42.00]  Así que ya se ríen, ya se lutean, se lutean,
[1:29:42.00]-[1:29:44.00]  pero a la niña no puede, voy a hablar,
[1:29:44.00]-[1:29:46.00]  porque a la niña no quiere a nadie ahí, yo no.
[1:29:46.00]-[1:29:49.00]  Aquí escuchicheo y hablar de nadie, nadie.
[1:29:49.00]-[1:29:51.00]  Fuera.
[1:29:51.00]-[1:29:54.00]  Así soy, así soy.
[1:29:54.00]-[1:29:56.00]  Y todas las casas me conocen,
[1:29:56.00]-[1:29:58.00]  todas las casas, toda la gente.
[1:29:58.00]-[1:30:01.00]  Nos hemos encontrado un señor,
[1:30:01.00]-[1:30:03.00]  que le hemos preguntado primero,
[1:30:03.00]-[1:30:05.00]  y nos ha dicho, tienes que ir a hablar con ella.
[1:30:05.00]-[1:30:07.00]  Ay la joya madre, ¿quién será?
[1:30:07.00]-[1:30:09.00]  ¿Cómo es?
[1:30:09.00]-[1:30:11.00]  Se llamaba Dolores Fariñas.
[1:30:11.00]-[1:30:13.00]  Ay, y ella no cuenta nada,
[1:30:13.00]-[1:30:15.00]  pues no sabe, pero sabe igual a tú.
[1:30:15.00]-[1:30:17.00]  ¿Por qué no es más la mía?
[1:30:17.00]-[1:30:20.00]  Ah no, esa era otra con la que podíamos hablar.
[1:30:20.00]-[1:30:21.00]  Ah.
[1:30:21.00]-[1:30:23.00]  Ella no era, no era otra señora.
[1:30:23.00]-[1:30:24.00]  Dolores.
[1:30:24.00]-[1:30:26.00]  Era una señora que se iba a servir.
[1:30:26.00]-[1:30:28.00]  Sí.
[1:30:28.00]-[1:30:30.00]  Ya, ya, ya, ya.
[1:30:30.00]-[1:30:32.00]  La joya madre.
[1:30:32.00]-[1:30:34.00]  Pues me conocerá, porque allí no hay dos,
[1:30:34.00]-[1:30:36.00]  nada más una que viva ahí, que tiene a la mía.
[1:30:36.00]-[1:30:38.00]  Claro, es que esa, esa, esa.
[1:30:38.00]-[1:30:40.00]  Vestía en ello.
[1:30:40.00]-[1:30:43.00]  Pero vamos que, yo conozco a otra gente.
[1:30:43.00]-[1:30:45.00]  A mí antes era,
[1:30:45.00]-[1:30:47.00]  mi madre,
[1:30:47.00]-[1:30:49.00]  mi madre, la madre de mi madre se llamaba
[1:30:49.00]-[1:30:51.00]  y mi madre,
[1:30:51.00]-[1:30:53.00]  y toda mi gente por esa parte era
[1:30:53.00]-[1:30:55.00]  que es de cumbre,
[1:30:55.00]-[1:30:57.00]  de cumbre viene ese nombre.
[1:30:57.00]-[1:30:59.00]  Mi madre era de cumbre baja.
[1:30:59.00]-[1:31:01.00]  Y se vinieron aquí,
[1:31:01.00]-[1:31:03.00]  y luego ya,
[1:31:03.00]-[1:31:05.00]  yo no me quedo con esa gana siempre
[1:31:05.00]-[1:31:07.00]  de haber ido a conocer
[1:31:07.00]-[1:31:09.00]  la familia, que allí tenía dos familias.
[1:31:09.00]-[1:31:11.00]  Pero vamos,
[1:31:11.00]-[1:31:13.00]  y mi madre, bueno,
[1:31:13.00]-[1:31:15.00]  oh, tenía dos hermanas,
[1:31:15.00]-[1:31:17.00]  y todas eran gatas.
[1:31:17.00]-[1:31:19.00]  Y yo he sido siempre
[1:31:19.00]-[1:31:21.00]  estando acá.
[1:31:21.00]-[1:31:23.00]  No vio usted que esto no te decía,
[1:31:23.00]-[1:31:25.00]  que esto no te decía,
[1:31:25.00]-[1:31:27.00]  que es fa...
[1:31:27.00]-[1:31:29.00]  Ya, ya, ya, ya, ya.
[1:31:29.00]-[1:31:31.00]  Así que la gente era un tola.
[1:31:31.00]-[1:31:33.00]  Conozco a otra gente.
[1:31:33.00]-[1:31:35.00]  La gente se conoce mucho por...
[1:31:35.00]-[1:31:37.00]  Por los motes, por los motes.
[1:31:37.00]-[1:31:39.00]  Yo me enguñalé y se me...
[1:31:39.00]-[1:31:41.00]  por el padre.
[1:31:41.00]-[1:31:43.00]  Porque vivía el padre en una casa
[1:31:43.00]-[1:31:45.00]  hasta arriba, y había
[1:31:45.00]-[1:31:47.00]  una cadeja, y había un sarco
[1:31:47.00]-[1:31:49.00]  siempre alineado en aquella cadeja.
[1:31:49.00]-[1:31:51.00]  Y como estaba en la puerta de la casa,
[1:31:51.00]-[1:31:53.00]  por...
[1:31:53.00]-[1:31:55.00]  Así ya se encogían los nombres.
[1:31:57.00]-[1:31:59.00]  Ay, que pena de vida.
[1:31:59.00]-[1:32:01.00]  ¿Y hacían que en algunos
[1:32:01.00]-[1:32:03.00]  otros sitios de España,
[1:32:03.00]-[1:32:05.00]  en mayo, los...
[1:32:05.00]-[1:32:07.00]  los hombres,
[1:32:07.00]-[1:32:09.00]  a las mujeres solteras,
[1:32:09.00]-[1:32:11.00]  les ponían unos ramos en la...
[1:32:11.00]-[1:32:13.00]  en bramadas los mayos?
[1:32:13.00]-[1:32:15.00]  Yo eso, claro, no lo conocí
[1:32:15.00]-[1:32:17.00]  ni lo he oído por aquí, vamos, y...
[1:32:17.00]-[1:32:19.00]  No se hacía nada de eso.
[1:32:19.00]-[1:32:21.00]  No, de aquí no, de aquí no.
[1:32:21.00]-[1:32:23.00]  Aquí siempre la crué de mado, sí.
[1:32:23.00]-[1:32:25.00]  La crué de mado, sí, por la crué,
[1:32:25.00]-[1:32:27.00]  con una... un tablero grande,
[1:32:27.00]-[1:32:29.00]  largo, así como quiera,
[1:32:29.00]-[1:32:31.00]  la misma altura de la máquina,
[1:32:31.00]-[1:32:33.00]  panchito así. Y ahora le ponen aquí
[1:32:33.00]-[1:32:35.00]  un brazo para atrás y otro para atrás,
[1:32:35.00]-[1:32:37.00]  como el del señor cuando se saca.
[1:32:37.00]-[1:32:39.00]  Uno puede por ahí, otro por aquí,
[1:32:39.00]-[1:32:41.00]  otro aquí, y total,
[1:32:41.00]-[1:32:43.00]  cuatro, cinco, seis, lo que sea.
[1:32:43.00]-[1:32:45.00]  Y aquí en el medio
[1:32:45.00]-[1:32:47.00]  se pone un santo grande.
[1:32:47.00]-[1:32:49.00]  Y sus ramos y sus cosas.
[1:32:49.00]-[1:32:51.00]  Y esa es la crué de rama,
[1:32:51.00]-[1:32:53.00]  y ahora adelante un... con un lavada,
[1:32:53.00]-[1:32:55.00]  y todo ahora van echando
[1:32:55.00]-[1:32:57.00]  a una caja grande que se pone ahí,
[1:32:57.00]-[1:32:59.00]  van echando ahí a la crué,
[1:32:59.00]-[1:33:01.00]  le van a estar tus dinero.
[1:33:01.00]-[1:33:03.00]  Y muchas flores, está teniendo cubierta de flores.
[1:33:03.00]-[1:33:05.00]  Y un traje, yo le he hacía un traje,
[1:33:05.00]-[1:33:07.00]  yo tengo, por ahí lo tengo y todo.
[1:33:07.00]-[1:33:09.00]  Un traje aquí, de aquí abajo, esto,
[1:33:09.00]-[1:33:11.00]  de... como la túnica del señor abajo,
[1:33:11.00]-[1:33:13.00]  alrededor.
[1:33:13.00]-[1:33:15.00]  Y así, eso es lo que hacen aquí.
[1:33:15.00]-[1:33:17.00]  Ya están los chiquitos haciéndolo por ahí,
[1:33:17.00]-[1:33:19.00]  han venido aquí que yo les haga la cabeza.
[1:33:19.00]-[1:33:21.00]  A la máquina le coso la tela,
[1:33:21.00]-[1:33:23.00]  ahí les hago la cabeza...
[1:33:23.00]-[1:33:25.00]  a eso.
[1:33:25.00]-[1:33:27.00]  Para vestirse.
[1:33:29.00]-[1:33:31.00]  Pero van...
[1:33:33.00]-[1:33:35.00]  Los udas también son estos los que se hacen,
[1:33:35.00]-[1:33:37.00]  los miércoles udas en Semana Santa,
[1:33:37.00]-[1:33:39.00]  se hacen unos udas, de trapo.
[1:33:39.00]-[1:33:41.00]  Tú quieres hacer...
[1:33:41.00]-[1:33:43.00]  Yo siempre lo he hecho con otras muchachas de aquí,
[1:33:43.00]-[1:33:45.00]  ya llevo dos años,
[1:33:45.00]-[1:33:47.00]  este año no lo hago, este año han hecho esas, pero no.
[1:33:47.00]-[1:33:49.00]  Y lo último que hicimos
[1:33:49.00]-[1:33:51.00]  fue un caballo.
[1:33:51.00]-[1:33:53.00]  Esto es mucho.
[1:33:53.00]-[1:33:55.00]  Un caballo ahí, lo pusimos ahí
[1:33:55.00]-[1:33:57.00]  enfrente, y lo hicimos ahí,
[1:33:57.00]-[1:33:59.00]  atrás de los corrales.
[1:33:59.00]-[1:34:01.00]  Su caballo con su...
[1:34:01.00]-[1:34:03.00]  su solea y todo, un caballo.
[1:34:03.00]-[1:34:05.00]  Después daba un poco
[1:34:05.00]-[1:34:07.00]  negro por donde fuera, o
[1:34:07.00]-[1:34:09.00]  colorado, y tú mirabas
[1:34:09.00]-[1:34:11.00]  un caballo tan bonito.
[1:34:11.00]-[1:34:13.00]  Y tú sabes que abajo,
[1:34:13.00]-[1:34:15.00]  esto de aquí, le hacíamos
[1:34:15.00]-[1:34:17.00]  su cosa.
[1:34:17.00]-[1:34:19.00]  Y el otro más largo,
[1:34:19.00]-[1:34:21.00]  le ponía una media.
[1:34:21.00]-[1:34:23.00]  Le puse una media al caballo.
[1:34:23.00]-[1:34:25.00]  Le hice uno, por lo menos dos.
[1:34:25.00]-[1:34:27.00]  Esto todo así.
[1:34:27.00]-[1:34:29.00]  Y esa media, pues claro que le ponemos
[1:34:29.00]-[1:34:31.00]  un bote de esto de mi todo de...
[1:34:31.00]-[1:34:33.00]  de mi todo de...
[1:34:33.00]-[1:34:35.00]  de todo de la Marte en el bate.
[1:34:35.00]-[1:34:37.00]  Que hace el churro.
[1:34:37.00]-[1:34:39.00]  Para el pelo y eso, no me acuerdo cómo le daba.
[1:34:39.00]-[1:34:41.00]  Champúdese.
[1:34:41.00]-[1:34:43.00]  Champú.
[1:34:43.00]-[1:34:45.00]  Entonces se lo metió
[1:34:45.00]-[1:34:47.00]  por ahí.
[1:34:47.00]-[1:34:49.00]  Y adelante le puso unos pelitos
[1:34:49.00]-[1:34:51.00]  cosidos a la media, así.
[1:34:51.00]-[1:34:53.00]  Y la puntilla la quedó asomando.
[1:34:53.00]-[1:34:55.00]  Lleno de agua. Y goteando,
[1:34:55.00]-[1:34:57.00]  claro, estaba destapado así, y aquello goteaba así.
[1:34:57.00]-[1:34:59.00]  Y el caballo estaba ahí de pie,
[1:34:59.00]-[1:35:01.00]  y estaba meando.
[1:35:03.00]-[1:35:05.00]  Y una bestia de flamica
[1:35:05.00]-[1:35:07.00]  en el barco, monta.
[1:35:07.00]-[1:35:09.00]  Otro con un tío y una copeta,
[1:35:09.00]-[1:35:11.00]  y dos perros detrás.
[1:35:11.00]-[1:35:13.00]  Uno detrás y otro corriendo delante.
[1:35:13.00]-[1:35:15.00]  Bueno, todo ese, lo que es todo eso.
