[0:00:00.00]-[0:00:10.00]  ¿Cuál es su nombre?
[1:16:10.00]-[1:16:12.00]  Pero después fue este don...
[1:16:12.00]-[1:16:13.00]  Lo curó.
[1:16:13.00]-[1:16:14.00]  Pero se curaba.
[1:16:14.00]-[1:16:16.00]  Aparte de ir al médico, siempre hacía remedio.
[1:16:16.00]-[1:16:18.00]  Pero se hacía agua del tomillo.
[1:16:18.00]-[1:16:21.00]  El tomillo de Comere es muy...
[1:16:21.00]-[1:16:23.00]  Es un antibiótico muy bueno.
[1:16:23.00]-[1:16:25.00]  Yo me acuerdo de mi suegro estar malo.
[1:16:25.00]-[1:16:26.00]  Ya malito.
[1:16:26.00]-[1:16:28.00]  Y tener fiebre.
[1:16:28.00]-[1:16:30.00]  Y lo tenía aquí con un médico.
[1:16:30.00]-[1:16:32.00]  Entonces no lo ingresaba.
[1:16:32.00]-[1:16:34.00]  Eso fue en el...
[1:16:34.00]-[1:16:37.00]  77, el 71, el 74, el 75.
[1:16:37.00]-[1:16:41.00]  Y me acuerdo yo de que no se le bajaba la fiebre.
[1:16:41.00]-[1:16:45.00]  Y le hacía agua del tomillo Comere y se le iba la fiebre.
[1:16:45.00]-[1:16:48.00]  Y después vine para buscarle una medicina a la farmacia.
[1:16:48.00]-[1:16:50.00]  Y se lo dije a la farmacéutica.
[1:16:50.00]-[1:16:53.00]  Digo, le asiento el agua del tomillo de Comere.
[1:16:53.00]-[1:16:56.00]  Le hago la agüita y se le baja la fiebre.
[1:16:56.00]-[1:17:03.00]  Dice, ay, yo lo estudié como hierba aromática, no como hierba curativa.
[1:17:03.00]-[1:17:06.00]  Pues ahora están hablando, que tú lo habrás oído también,
[1:17:06.00]-[1:17:08.00]  que el tomillo de Comere es un antibiótico de lo mejor.
[1:17:08.00]-[1:17:09.00]  Lo llevo para la garganta.
[1:17:09.00]-[1:17:10.00]  Y el tomillo de Comere.
[1:17:10.00]-[1:17:11.00]  Que para...
[1:17:11.00]-[1:17:13.00]  El tomillo de Burro también.
[1:17:13.00]-[1:17:16.00]  Que para eso, que es curativo.
[1:17:16.00]-[1:17:18.00]  Y después empezó uno a hablar de las propiedades.
[1:17:18.00]-[1:17:20.00]  Todas las hierbas son medicinales.
[1:17:20.00]-[1:17:22.00]  Cuando la medicina sale de las hierbas.
[1:17:22.00]-[1:17:23.00]  Y no hay más tomillo.
[1:17:23.00]-[1:17:27.00]  Y el hombre empezó a hablar de las propiedades que tenía el tomillo de Comere.
[1:17:27.00]-[1:17:28.00]  Dice, bueno, me voy a callar yo.
[1:17:28.00]-[1:17:31.00]  Ya porque vamos a llegar a España sin tomillo.
[1:17:31.00]-[1:17:33.00]  Digo el hombre.
[1:17:33.00]-[1:17:36.00]  Y yo, por ejemplo, tengo gripe.
[1:17:36.00]-[1:17:38.00]  Como yo no padezco de nada ni nada.
[1:17:38.00]-[1:17:41.00]  Y yo no puedo tomar medicamentos porque todos me hacen daño.
[1:17:41.00]-[1:17:46.00]  Pues yo cojo y me hago un brebaje con tomillo Comere, agua de borraja,
[1:17:46.00]-[1:17:48.00]  y strongil, y poleo.
[1:17:48.00]-[1:17:52.00]  Y le pongo miel, y le pongo bastante miel.
[1:17:52.00]-[1:17:54.00]  Y me la voy tomando y se me cura.
[1:17:54.00]-[1:17:57.00]  No es que se me cure de hoy para mañana, pero se me va a curar.
[1:17:57.00]-[1:17:58.00]  Y yo también me hago un brebaje.
[1:17:58.00]-[1:17:59.00]  Me hago un brebaje de eso.
[1:17:59.00]-[1:18:01.00]  Porque yo no puedo tomar jarabe.
[1:18:01.00]-[1:18:04.00]  Sí me tomo una cuchara, pero al momento el estómago se me va a reventar.
[1:18:04.00]-[1:18:06.00]  O me tomo un...
[1:18:06.00]-[1:18:09.00]  Yo no puedo tomar termagil, no puedo tomar norotil.
[1:18:09.00]-[1:18:10.00]  Yo no puedo tomar nada de aspirina.
[1:18:10.00]-[1:18:18.00]  Yo no puedo tomar nada de eso.
[1:18:18.00]-[1:18:22.00]  Pues sí.
[1:18:22.00]-[1:18:30.00]  No sé si tenemos preguntas que...
[1:18:30.00]-[1:18:33.00]  ¿Usted hoy qué va a hacer?
[1:18:33.00]-[1:18:35.00]  ¿O ese fin de semana es algo especial?
[1:18:35.00]-[1:18:37.00]  No, ahora estoy arrestada porque quería poder hacer...
[1:18:37.00]-[1:18:40.00]  que me encanta la Semana Santa, no puedo, porque tenía una flevitis.
[1:18:40.00]-[1:18:43.00]  Ahí tengo el pie que ha estado, cosa, cosa, perdida.
[1:18:43.00]-[1:18:51.00]  Y me ha ido a los médicos y ha ido a médicos particulares y nada.
[1:18:51.00]-[1:18:53.00]  Y tenía para...
[1:18:53.00]-[1:18:58.00]  Tenía urgente para que me dieran para el cirujano, para la residencia.
[1:18:58.00]-[1:19:05.00]  Y cuando fui al cirujano para que me dieran para el cirujano,
[1:19:05.00]-[1:19:07.00]  me dijeron que esperara diez días.
[1:19:07.00]-[1:19:10.00]  Pues diez días se me cumplieron el miércoles este que pasó ahora.
[1:19:10.00]-[1:19:16.00]  Llamé y me dieron para el 2 de marzo del 2017, urgente.
[1:19:16.00]-[1:19:18.00]  No es así.
[1:19:18.00]-[1:19:19.00]  Urgente.
[1:19:19.00]-[1:19:21.00]  Y entonces dije, ¡muyacha, tú estás loca!
[1:19:21.00]-[1:19:23.00]  Que estamos en marzo, un año.
[1:19:23.00]-[1:19:28.00]  Es decir, que empecé con la flevitis a mediados de noviembre del 2015
[1:19:28.00]-[1:19:34.00]  y ya estamos en el 2016 y me van a dar el finito para el 2017.
[1:19:34.00]-[1:19:39.00]  Dice que ya no me operan porque la gente mayor ya no lo opera
[1:19:39.00]-[1:19:43.00]  porque las operaciones de las venas son malas, ya son peligrosas.
[1:19:43.00]-[1:19:46.00]  Y no me operan, pero que me digan algo para que me guarden.
[1:19:46.00]-[1:19:49.00]  Porque madre mía, he tenido la pierna que hay, mi madre.
[1:19:49.00]-[1:19:51.00]  Y no quiero caminar, aunque esté algo mejor.
[1:19:51.00]-[1:19:54.00]  No quiero caminar porque me hacen me apoderan.
[1:19:54.00]-[1:19:57.00]  Tengo la circulación fatal.
[1:19:57.00]-[1:20:02.00]  Y yo soy una bailarina y una andarina y yo no puedo ir a ningún sitio.
[1:20:02.00]-[1:20:07.00]  Esta noche es la resurrección que es preciosa y no voy a poder venir
[1:20:07.00]-[1:20:10.00]  porque eso es precioso, la resurrección aquí.
[1:20:10.00]-[1:20:13.00]  Salen la Virgen del Silencio a las diez de la noche
[1:20:13.00]-[1:20:18.00]  y después empieza la bendición del fuego, el fuego eterno,
[1:20:18.00]-[1:20:20.00]  y empieza toda la ceremonia.
[1:20:20.00]-[1:20:24.00]  Y después a las una empieza la misa y eso es bonito.
[1:20:24.00]-[1:20:27.00]  Y después se termina, como a las dos algo así que se termina.
[1:20:27.00]-[1:20:30.00]  Y después coge agua bendita para llevar para bendecir para tu casa.
[1:20:30.00]-[1:20:35.00]  Y después hay un brindis en la plaza con chocolate, dulce y todo.
[1:20:35.00]-[1:20:37.00]  Así que el que no viene es porque no quiere.
[1:20:37.00]-[1:20:39.00]  Yo no vengo porque no puedo.
[1:20:39.00]-[1:20:44.00]  Y así toda la Semana Santa hay algunas procesiones.
[1:20:44.00]-[1:20:46.00]  Sí, hay procesiones, sí hay bonitas, sí.
[1:20:46.00]-[1:20:49.00]  Está la bajada de la Virgen que está en la montaña, la Virgen de los Dolores.
[1:20:49.00]-[1:20:56.00]  Que esa Virgen la hicieron las madres de los que fueron a la guerra de promesa.
[1:20:56.00]-[1:21:01.00]  Porque resulta que se les fueron los hijos a la guerra y después iban.
[1:21:01.00]-[1:21:05.00]  Cada día allí subieron una piedra a la montaña, cada madre subía una piedra.
[1:21:05.00]-[1:21:10.00]  Para si los hijos les regresaban, les hacían a la Dolorosa una ermita allá arriba
[1:21:10.00]-[1:21:12.00]  y ponían la Virgen allá arriba.
[1:21:12.00]-[1:21:17.00]  Y después como muchos de los que regresaron hicieron la ermita
[1:21:17.00]-[1:21:19.00]  y pusieron la Virgen la Dolorosa.
[1:21:19.00]-[1:21:24.00]  Pequeñita pero la gente cree mucho en ella y vienen caminando de otros barrios.
[1:21:24.00]-[1:21:29.00]  Todos vienen caminando a verla y entonces la bajan el viernes de Dolores, la bajan para aquí.
[1:21:29.00]-[1:21:33.00]  Una vez se la llevan para los barrios, pero esta año le tocó quedarse aquí en el pueblo
[1:21:33.00]-[1:21:36.00]  y le dicen ermita y confiesa a la gente.
[1:21:36.00]-[1:21:47.00]  Entonces después el jueves por la tarde es la procesión que va al Calvario, que es muy bonita.
[1:21:47.00]-[1:21:50.00]  Y después va para el cementerio y después va por el Calvario.
[1:21:50.00]-[1:21:53.00]  Y es muy bonito y el Calvario es muy lindo.
[1:21:53.00]-[1:22:01.00]  Y después por la mañana es el encuentro de la Dolorosa con Jesús, con el Hijo,
[1:22:01.00]-[1:22:02.00]  que también está muy bonita.
[1:22:02.00]-[1:22:07.00]  Van todos los hombres con la Virgen por un lado y todas las mujeres con la Cruz por otra.
[1:22:07.00]-[1:22:14.00]  Y después se encuentran, se encuentran la Virgen con la Cruz y eso es muy bonito, muy bonito.
[1:22:14.00]-[1:22:16.00]  Es como una cosa, es bonito.
[1:22:16.00]-[1:22:22.00]  Y después ya van al Calvario y después ya se marcha para la iglesia.
[1:22:22.00]-[1:22:24.00]  Después preparan el santo entierro.
[1:22:24.00]-[1:22:28.00]  Después el santo entierro por todo el pueblo así, es muy bonito el santo entierro.
[1:22:28.00]-[1:22:30.00]  Va la banda y todo y es muy bonita.
[1:22:30.00]-[1:22:36.00]  Va el Hijo muerto en la urna y va la Virgen detrás del Hijo y es muy bonito.
[1:22:36.00]-[1:22:40.00]  Y esta noche es la del silencio, que sale la Virgen, no puedes hablar,
[1:22:40.00]-[1:22:44.00]  tiene cada uno un farolito y va cada uno con un farolito encendido.
[1:22:44.00]-[1:22:49.00]  Y entonces va la Virgen y tiene que ir todo el mundo callado y la Virgen.
[1:22:49.00]-[1:22:55.00]  Y va, y hasta que llegas a la iglesia otra vez y después ya empiezan las ceremonias del Fuego.
[1:22:55.00]-[1:22:56.00]  Eso es esta noche, ¿no?
[1:22:56.00]-[1:22:58.00]  Sí, esa es esta noche, esa es muy bonita.
[1:22:58.00]-[1:23:00.00]  ¿Pero a qué hora?
[1:23:00.00]-[1:23:03.00]  Empieza como a las nueve y empieza.
[1:23:03.00]-[1:23:05.00]  Ah, entonces allá arriba es primero.
[1:23:05.00]-[1:23:06.00]  Sí, allá arriba es primero.
[1:23:06.00]-[1:23:07.00]  Y arriba a las ocho y media.
[1:23:07.00]-[1:23:10.00]  Sí, allá arriba siempre es primero, pero aquí se ya te dijo.
[1:23:10.00]-[1:23:15.00]  Mientras la ceremonia y todo se va terminando como a las doce, que a las doce empieza la Misa.
[1:23:15.00]-[1:23:16.00]  Sí.
[1:23:16.00]-[1:23:24.00]  A mí me gustan esas cosas de… no soy católica, católica de estar todo el día confesando y comulgando.
[1:23:24.00]-[1:23:28.00]  Yo lo que me gusta es hacerle bien a todo el mundo, no hacerle daño a nadie,
[1:23:28.00]-[1:23:30.00]  es ayudar a todo el pobre que necesita.
[1:23:30.00]-[1:23:35.00]  Yo no mando dinero para ninguna fuera de aquí, porque con tanta estafa que hay yo no le doy dinero a nadie,
[1:23:35.00]-[1:23:36.00]  sin saber el paradero.
[1:23:36.00]-[1:23:40.00]  Y yo ayudo en el pueblo al que veo necesitado, que hay bastante gente,
[1:23:40.00]-[1:23:44.00]  lo ayudo, le doy de lo poco que tengo, le comparto y le doy y le ayudo.
[1:23:44.00]-[1:23:51.00]  Pero yo no critico de nadie, no ayudo a todo el que pueda y defender a toda la gente.
[1:23:51.00]-[1:23:56.00]  Y yo, ese es mi lema, y no quitarle nada a nadie y darle sí.
[1:23:59.00]-[1:24:04.00]  Y a la iglesia sí me gusta ir el día señalado como así, pero no, va a estar todo el día, todo el día.
[1:24:04.00]-[1:24:08.00]  No sé de las que me voy a confesar todo el día tampoco.
[1:24:08.00]-[1:24:12.00]  Y hay mucha gente que va a ver las procesiones.
[1:24:12.00]-[1:24:16.00]  Sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí.
[1:24:16.00]-[1:24:18.00]  Es muy bonito, eso es muy bonito, muy bonito.
[1:24:18.00]-[1:24:24.00]  Ahora ya, después que se metió otro aquí de presidente con la artesanía,
[1:24:24.00]-[1:24:28.00]  ha quitado la artesanía verdadera que era manual, la ha quitado toda,
[1:24:28.00]-[1:24:31.00]  y ahora le ha hecho artesanía a los diseñadores.
[1:24:31.00]-[1:24:39.00]  Ahora mismo hubo una aquí en el recinto ferial, una feria de diseñadores, y estuvo precioso.
[1:24:39.00]-[1:24:45.00]  Estoy de acuerdo que tiene sus méritos, pero los artesanos, por ejemplo, ir a un barranco,
[1:24:45.00]-[1:24:54.00]  coger unos castaños, coger un mimbre, coger un esto, para tu confeccionar un cesto o una cesta,
[1:24:54.00]-[1:24:56.00]  eso creo yo que tiene más méritos.
[1:24:56.00]-[1:25:04.00]  O ir a la tienda, comprar una pieza de tela, hacer un diseño, hacer unas toallas caladas con unos flecos,
[1:25:04.00]-[1:25:09.00]  o hacer una colcha, o hacer unas cortinas, o hacer una mantelería toda diseñada,
[1:25:09.00]-[1:25:14.00]  eso tiene más méritos, porque es hecho por ti, y puntito a puntito,
[1:25:14.00]-[1:25:19.00]  no coger y coger un trozo de tela, cortarlo y meterle la máquina, yo eso no lo veo como...
[1:25:19.00]-[1:25:25.00]  no sé, si tiene sus méritos, yo no te digo que no, pero no...
[1:25:25.00]-[1:25:31.00]  Tiene otra categoría, cosas de vería, y ya te digo, y la artesanía aquí ha caído muy,
[1:25:31.00]-[1:25:36.00]  ahora con esto que te tienes que dar de alta, nadie se da de alta porque no te da,
[1:25:36.00]-[1:25:42.00]  no te da para pagar, una seguridad, y después si eres... lo hacíamos la gente mayor,
[1:25:42.00]-[1:25:48.00]  pues ahora con esto ya no lo haces, porque te quitan la pensión, porque te ven vendiendo,
[1:25:48.00]-[1:25:53.00]  yo por ejemplo, ya te digo, tenía el puesto ahí, y yo estoy segura que yo había ido ahí al Roque,
[1:25:53.00]-[1:25:58.00]  y ya tenía los inspectores encima para denunciarme, y no es que yo diera,
[1:25:58.00]-[1:26:02.00]  no, yo no tengo sino esto que lo hice, y no vendió sino dos pañitos,
[1:26:02.00]-[1:26:07.00]  después me sacan desde lo más atrasado, creo que como uno sabe ahora los escritores,
[1:26:07.00]-[1:26:14.00]  los escritores que le han dado los premios, ahora le quitaron la pensión, que son jubilados la mayoría,
[1:26:14.00]-[1:26:20.00]  le quitaron la pensión y le han puesto hasta 100.000 euros de multa para pagar a los escritores,
[1:26:20.00]-[1:26:24.00]  y como digo uno, ahora tendré yo que vender, pues que ahora no tengo de qué pagar,
[1:26:24.00]-[1:26:28.00]  ahora tendré yo que vender la casa para poder pagar,
[1:26:30.00]-[1:26:35.00]  ya te digo, la artesanía ya se la cargaron,
[1:26:36.00]-[1:26:45.00]  porque a nadie le da la artesanía para pagar una seguridad social, ni nada, ni para no te sacas, no, no, no.
[1:26:47.00]-[1:26:50.00]  ¿Y aquí en Fácil hay turismo? ¿Hay gente...?
[1:26:50.00]-[1:26:55.00]  Sí, viene, siempre viene de otro sitio, siempre vienen, pasan coches por aquí,
[1:26:55.00]-[1:26:57.00]  porque yo vivo antes de llegar al cuartel de la Guardia Civil,
[1:26:57.00]-[1:27:01.00]  y hay aquí unas casas rurales en el Camino Real, que era antiguamente de Ríos,
[1:27:01.00]-[1:27:11.00]  y hay ahora unas casas rurales, y ahí está siempre lleno, estaba lleno en diciembre, estaba lleno hasta julio,
[1:27:11.00]-[1:27:17.00]  completo hasta julio de este año, en diciembre, y así está sucesivamente,
[1:27:17.00]-[1:27:23.00]  y después vienen, van caminando por ahí, por mi casa para arriba, suben caminando, haciendo fotos...
[1:27:23.00]-[1:27:26.00]  ¿No hay gente que viene de otro lado ahí?
[1:27:26.00]-[1:27:33.00]  Los que alquilan coches propios, coches rurales, guaguas no, pero coches, les gusta ir por los pueblos.
[1:27:36.00]-[1:27:39.00]  ¿Pensas que el turismo ha cambiado mucho este Nereife?
[1:27:40.00]-[1:27:46.00]  No, ha mejorado. Yo estaba yendo ahí a los cristianos que me llevaban al ayuntamiento...
[1:27:46.00]-[1:27:55.00]  Yo estaba yendo a los cristianos a la playa dos veces en semana, a vender, y vendía bastante,
[1:27:55.00]-[1:28:04.00]  y venía turismo belga, y venía turismo de ahí donde era, en contra de que es donde más dinero traen,
[1:28:04.00]-[1:28:11.00]  que al cambio, rusos también venían mucho, es decir, que al cambio me compraban mucho, mucho,
[1:28:11.00]-[1:28:17.00]  porque me daban mucho dinero los que venían, y venían y me compraban bastante,
[1:28:17.00]-[1:28:24.00]  y no te decían cuánto valen ni nada, sino te cogían las cosas y te las empaquetaban.
[1:28:24.00]-[1:28:32.00]  Uno tenía un día cinco del altar escalado, y me dijo que le preparara los cinco del altar y se los llevó,
[1:28:32.00]-[1:28:37.00]  y fue a la caja, al cajero, y sacó el dinero y me lo trajo con tanto y sonante.
[1:28:37.00]-[1:28:43.00]  Y lleva escalado, pero ya te digo, ahora ya no puedo decir que lo bueno lo que me rogaron para que fuera
[1:28:43.00]-[1:28:51.00]  a una feria que hubo ahí internacional, y que fuera, que me ponían en un sitio y que podía vender,
[1:28:51.00]-[1:28:57.00]  digo, sí hombre, para que venga un inspector y me compre un mantel y ya me la carga, ya me cargo el año.
[1:28:57.00]-[1:29:08.00]  Me queda pena porque era bonito, pero ya no voy a ninguna feria. Era bonito, era un número bonito,
[1:29:08.00]-[1:29:11.00]  y ahora en Aquien Fani se acaba el calado.
[1:29:11.00]-[1:29:13.00]  Sí, claro.
[1:29:13.00]-[1:29:15.00]  Es que era la que estaba, era yo.
[1:29:15.00]-[1:29:16.00]  No lo deja.
[1:29:16.00]-[1:29:22.00]  Y han señalado a montones de gente, pero como tampoco no les es rentable, pues no ha seguido.
[1:29:22.00]-[1:29:27.00]  Una y otras no.
[1:29:27.00]-[1:29:31.00]  Bueno, muchísimas gracias por su tiempo, de verdad.
[1:29:31.00]-[1:29:37.00]  No puede ser bueno cambiar, muchachos, que ya no salía de la casa. Esto me da vida.
[1:29:37.00]-[1:29:41.00]  Claro, nosotros muy contentos, de verdad. Muchísimas gracias.
[1:29:41.00]-[1:29:45.00]  Que tengan mucha suerte, que tengan buen futuro, que están empezando a vivir.
[1:29:45.00]-[1:29:50.00]  Piensen las cosas antes de hacerlas, para que les salgan bien.
[1:29:50.00]-[1:29:53.00]  Para el estudio, eh. Para el estudio, ¿no?
[1:29:53.00]-[1:29:58.00]  Sí, sí. Bueno, ellas vienen de Bélgica y ellas vienen de Suiza.
[1:29:58.00]-[1:30:05.00]  A mí me atrajo un chico también allí en mi casa el año pasado, me parece, pero es conocido de allí.
[1:30:05.00]-[1:30:13.00]  Haciendo mis preguntas también sobre cosas para el estudio de él también.
[1:30:13.00]-[1:30:14.00]  Está bien.
[1:30:14.00]-[1:30:19.00]  Pues ustedes elijan bien y cuando elijan no se equivoquen, que ya es raro.
[1:30:19.00]-[1:30:20.00]  Mira, mi padre siempre decía...
[1:30:20.00]-[1:30:22.00]  Que les salga bien todo y...
[1:30:22.00]-[1:30:26.00]  Mi padre era muy enamorado y mi madre era muy seria.
[1:30:26.00]-[1:30:30.00]  Y después le decía a mi padre, estaba todo el día y ya te le bromas a mi madre,
[1:30:30.00]-[1:30:35.00]  y después le decía, dice, si las mujeres se cambiaran como los burros y años estaba cambiando la mía,
[1:30:35.00]-[1:30:36.00]  mi padre se enverenaba.
[1:30:36.00]-[1:30:43.00]  Y yo digo, si mi padre llega ahora, se salva, por cada día se cambian como los burros.
[1:30:43.00]-[1:30:45.00]  El amor, como dicen, el amor se acabó.
[1:30:45.00]-[1:30:46.00]  Muy bien.
[1:30:46.00]-[1:30:48.00]  Bueno, pues yo me alegro y que les vaya bien.
[1:30:48.00]-[1:30:49.00]  Igualmente.
[1:30:49.00]-[1:30:52.00]  Quiero que salgan todos bien.
[1:30:52.00]-[1:30:54.00]  Sí, nos ayuda, por supuesto que sí.
[1:30:54.00]-[1:30:57.00]  Ya llegué a tener a tuyo ahora, de hecho.
[1:30:57.00]-[1:30:59.00]  No, ya está ahí.
[1:30:59.00]-[1:31:01.00]  Pues no te la ingriamos.
[1:31:01.00]-[1:31:04.00]  Espero que yo pueda caminar ahora porque la pierna la tengo medio.
[1:31:04.00]-[1:31:05.00]  Pues bueno.
[1:31:05.00]-[1:31:07.00]  Bueno, pues que pasen buenas tardes.
[1:31:07.00]-[1:31:08.00]  Muchísimo gusto.
[1:31:08.00]-[1:31:09.00]  Hasta luego.
[1:31:09.00]-[1:31:10.00]  Bueno.
[1:31:10.00]-[1:31:11.00]  Este no es...
[1:31:11.00]-[1:31:13.00]  Bueno, que les salga bien el estudio.
[1:31:13.00]-[1:31:18.00]  Gracias.
